H,14,14.111174,0.01955121484023711
F,4,75.993612652,0.10529013726604271
O,5,79.997025,0.11083691706691584
Pb,1,207.2,0.2870782909272559
S,4,128.2592,0.17770478731514044
AJAKON,X,X,#
C,84,1008.90216,0.4814850992535382
H,52,52.412932,0.025013372720095028
Cd,5,562.07,0.26824041068306986
N,4,56.026812,0.026738048748631213
O,26,415.98453,0.19852306859466579
AKAYIV,X,X,#
C,48,576.51552,0.4928806575230216
H,30,30.238229999999998,0.02585158277219034
Br,2,159.807,0.13662386614809868
Cu,2,127.092,0.10865481735151876
N,6,84.040218,0.0718485391446497
O,12,191.99286,0.1641405370605208
AKEKIN,X,X,#
C,48,576.51552,0.44331493999828075
H,26,26.206466,0.020151613442005833
N,12,168.080436,0.12924642236903677
O,16,255.99048,0.19684535861468408
Zr,3,273.672,0.21044166557599264
AKOJAO,X,X,#
C,14,168.15036,0.2359513704186221
H,6,6.047646,0.008486157041273645
Cd,1,112.414,0.15774118684158028
N,2,28.013406,0.03930887531726516
O,10,159.99405,0.22450630112433623
U,1,238.02891,0.3340061092569226
ALAHUS,X,X,#
C,43,516.46182,0.36409835378154626
H,29,29.230289,0.020606944585872467
N,2,28.013406,0.019749059104531855
O,23,367.986315,0.25942520108386236
Tb,3,476.77605000000005,0.33612044144418696
ALAJOP01,X,X,#
C,62,744.66588,0.6896231311859412
H,48,48.381168,0.04480502392105445
N,2,28.013406,0.02594276611801125
O,8,127.99524,0.1185343394351518
Zn,2,130.76,0.12109473933984145
ALECAY,X,X,#
C,62,744.66588,0.49349339144364207
H,32,32.254112,0.02137494351007874
O,16,255.99048,0.16964602991140915
U,2,476.05782,0.31548563513487
ALEJEI,X,X,#
C,66,792.70884,0.40312182276215786
H,48,48.381168,0.024603616923866
Cu,6,381.276,0.1938929760080189
N,12,168.080436,0.0854751307314527
O,36,575.97858,0.29290645357450457
ALEJIM,X,X,#
C,66,792.70884,0.4008785298379438
H,48,48.381168,0.024466702679488944
N,12,168.080436,0.08499947859569801
O,36,575.97858,0.29127648730213035
Zn,6,392.28,0.19837880158473895
ALICII,X,X,#
C,4,48.04296,0.1470314535071577
H,4,4.031764,0.012338875896027892
Cu,3,190.638,0.5834316252307836
N,6,84.040218,0.2571980453660307
ALIXID,X,X,#
C,34,408.36516,0.4763485382582469
H,16,16.127056,0.018811838776865514
Co,3,176.799582,0.20623263368101494
O,16,255.99048,0.29860698928387275
ALUDIX,X,X,#
C,7,84.07518,0.34384719068490077
H,5,5.039705,0.020611176879200825
N,3,42.020109,0.17185210227231526
O,3,47.998215,0.19630111271411926
Zn,1,65.38,0.2673884174494638
AMILUE,X,X,#
C,63,756.67662,0.5141571372297977
H,55,55.436755,0.03766893610127623
N,9,126.060327,0.08565722150708473
O,17,271.989885,0.18481546400503548
Zn,4,261.52,0.1777012411568058
ANUGIA,X,X,#
C,28,336.30072,0.524216908127971
H,18,18.142938,0.028280744872379318
Cu,2,127.092,0.19810773907293472
O,10,159.99405,0.24939460792671503
ANUGUM,X,X,#
C,29,348.31146,0.534081805880108
H,13,13.103233,0.020091783208935544
O,10,159.99405,0.24532615479855954
Zn,2,130.76,0.20050025611239697
APAZEY,X,X,#
C,27,324.28998,0.514450844851713
H,19,19.150879,0.030380790307498642
O,8,127.99524,0.20305055171608377
Tb,1,158.92535,0.2521178131247046
APAZIC,X,X,#
C,27,324.28998,0.5313254028089966
H,19,19.150879,0.031377313905355184
La,1,138.90547,0.227586448400666
O,8,127.99524,0.20971083488498227
APUZUJ,X,X,#
C,81,972.86994,0.5881494059257171
H,48,48.381168,0.029248879061051385
Co,3,176.799582,0.10688434789260227
N,12,168.080436,0.10161318025833495
O,18,287.98929,0.1741041868622943
AQUCOG,X,X,#
C,8,96.08592,0.2897079813719838
H,2,2.015882,0.006078071635304293
Ne,1,20.1797,0.06084367149414005
Ni,2,117.3868,0.3539321147959741
O,6,95.99643,0.2894381607025977
AQUDIB,X,X,#
C,8,96.08592,0.2897079813719838
H,2,2.015882,0.006078071635304293
Ne,1,20.1797,0.06084367149414005
Ni,2,117.3868,0.3539321147959741
O,6,95.99643,0.2894381607025977
ARADEE,X,X,#
C,32,384.34368,0.36820411078450715
H,28,28.222348,0.02703721978618437
Cd,3,337.242,0.3230803501938389
N,5,70.033515,0.06709262948121962
O,14,223.99167,0.21458568975425008
ARAJEK,X,X,#
C,20,240.2148,0.5889535816907898
H,12,12.095292,0.029654981895353476
Cu,1,63.546,0.15580074292725896
N,2,28.013406,0.06868267816578437
O,4,63.99762,0.1569080153208134
ARAJIO,X,X,#
C,20,240.2148,0.5956905923922271
H,12,12.095292,0.029994203756958215
Co,1,58.933194,0.1461439896518701
N,2,28.013406,0.06946833590213412
O,4,63.99762,0.15870287829681037
ARAJOU,X,X,#
C,20,240.2148,0.5960450288294578
H,12,12.095292,0.030012050335119694
N,2,28.013406,0.06950966962435831
Ni,1,58.6934,0.14563594455919823
O,4,63.99762,0.1587973066518661
ARAKAH,X,X,#
C,20,240.2148,0.5863171698740642
H,12,12.095292,0.02952223332717389
N,2,28.013406,0.06837522469245495
O,4,63.99762,0.1562056269516941
Zn,1,65.38,0.15957974515461293
ARAZOL,X,X,#
C,100,1201.074,0.672310931757144
H,64,64.508224,0.03610900259554245
Cd,2,224.828,0.12584930001406672
N,12,168.080436,0.09408438991877853
O,8,127.99524,0.07164637571446827
AROFAP,X,X,#
C,99,1189.0632600000001,0.4538081480016295
H,84,84.667044,0.03231333077637305
Cd,6,674.484,0.2574180409011469
O,42,671.97501,0.25646048032085056
AROHOH,X,X,#
C,86,1032.92364,0.4681319644655209
H,54,54.428813999999996,0.024667716600375655
N,6,84.040218,0.038087919399783156
O,30,479.98215,0.21753300833339853
S,1,32.0648,0.01453210792444835
Zn,8,523.04,0.23704728327647343
AROQAB,X,X,#
C,44,528.47256,0.7209755178380515
H,38,38.301758,0.05225366820967531
K,2,78.1966,0.10668072184897352
N,4,56.026812,0.07643530213662399
O,2,31.99881,0.04365478996667569
ASINEX,X,X,#
C,93,1116.99882,0.6521830317096798
H,65,65.516165,0.03825297784620007
N,9,126.060327,0.07360294815814901
O,13,207.992265,0.12144061706337625
Zn,3,196.14,0.11452042522259477
ASINIB,X,X,#
C,93,1116.99882,0.6542848940095748
H,65,65.516165,0.03837625994353227
Cu,3,190.638,0.11166669238217934
N,9,126.060327,0.07384015650975113
O,13,207.992265,0.12183199715496243
ATAJAI,X,X,#
C,140,1681.5036,0.6051536950624945
H,96,96.762336,0.034823645440472825
N,16,224.107248,0.08065360622331516
O,24,383.98572,0.1381920189223695
Zn,6,392.28,0.141177034351348
ATEYOP,X,X,#
C,80,960.8592,0.5171336377723758
H,57,57.452636999999996,0.030920962375575723
Gd,3,471.75,0.2538954652451871
O,23,367.986315,0.1980499346068616
ATEYUV,X,X,#
C,80,960.8592,0.5107993972993758
H,57,57.452636999999996,0.030542219248002017
Ho,3,494.79098999999997,0.2630343129161499
O,23,367.986315,0.19562407053647224
ATEZAC,X,X,#
C,80,960.8592,0.5291034088303209
H,49,49.389109,0.027196436201050354
Er,3,501.77699999999993,0.2763067899778156
O,19,303.988695,0.16739336499081317
ATOBIW,X,X,#
C,25,300.2685,0.5635521573167563
H,17,17.134997,0.032159432391230335
N,5,70.033515,0.13144082200672202
O,5,79.997025,0.15014061087883837
Zn,1,65.38,0.12270697740645298
ATURIS,X,X,#
C,27,324.28998,0.5457468868292779
H,13,13.103233,0.022051401702725005
In,1,114.818,0.1932269570955107
N,1,14.006703,0.023571849358380748
O,8,127.99524,0.21540290501410572
AVAJUE02,X,X,#
C,78,936.83772,0.6461355232003989
H,54,54.428813999999996,0.03753946864038223
Cu,3,190.638,0.1314827330734267
N,2,28.013406,0.019320802691884773
O,15,239.991075,0.1655214723939074
AVAKAL02,X,X,#
C,78,936.83772,0.6461355232003989
H,54,54.428813999999996,0.03753946864038223
Cu,3,190.638,0.1314827330734267
N,2,28.013406,0.019320802691884773
O,15,239.991075,0.1655214723939074
AVAKEP02,X,X,#
C,96,1153.03104,0.6821486542593747
H,78,78.619398,0.0465122921100044
Cu,3,190.638,0.11278400202539096
N,2,28.013406,0.01657310735027696
O,15,239.991075,0.1419819442549531
AVEBUB,X,X,#
C,21,252.22554,0.4853249769033056
H,12,12.095292,0.023273405661213917
Cd,1,112.414,0.21630371751254135
O,7,111.995835,0.21549909669988784
P,1,30.973761998,0.05959880322305122
AVEQID,X,X,#
C,44,528.47256,0.4395707082445193
H,32,32.254112,0.026828191147025775
N,2,28.013406,0.02330087434579624
O,22,351.98690999999997,0.29277420822284483
Zn,4,261.52,0.21752601803981397
AVESOL,X,X,#
C,23,276.24702,0.46499357150604204
H,11,11.087351,0.01866281467952518
O,11,175.99345499999998,0.2962414769293724
Zn,2,130.76,0.2201021368850605
AVIHIY,X,X,#
C,9,108.09666,0.2771264904629522
H,5,5.039705,0.01292024896623626
Ho,1,164.93033,0.42283048822966923
O,7,111.995835,0.28712277234114236
AVIHOE,X,X,#
C,9,108.09666,0.27431076212989675
H,5,5.039705,0.012788973493351702
O,7,111.995835,0.2842054773405965
Tm,1,168.93422,0.42869478703615493
AVUDAX,X,X,#
C,60,720.6444,0.4130289690258712
H,68,68.539988,0.03928289816820277
Cl,6,212.7174,0.12191650752557552
Cu,3,190.638,0.10926195582336314
N,36,504.241308,0.28900004993238937
O,3,47.998215,0.027509619524597857
AVUJAF,X,X,#
C,72,864.77328,0.7036246513989682
H,46,46.365286,0.037725215328997516
Co,2,117.866388,0.09590224176232126
N,4,56.026812,0.04558633687490383
O,9,143.994645,0.11716155463480923
AVUJUZ,X,X,#
C,70,840.7518,0.6829814161499783
H,44,44.349404,0.03602706381280125
Co,2,117.866388,0.09574829645648432
N,6,84.040218,0.06826974037188252
O,9,143.994645,0.11697348320885353
AVUKEK,X,X,#
C,68,816.73032,0.662404349031556
H,42,42.333522,0.03433435541198355
Co,2,117.866388,0.09559484459428517
N,8,112.053624,0.09088043635057742
O,9,143.994645,0.11678601461159785
AVUPEP,X,X,#
C,36,432.38664,0.5147212651921539
H,16,16.127056,0.01919795363738509
Fe,3,167.535,0.19943684468134237
O,14,223.99167,0.26664393648911866
AVUYEY,X,X,#
C,60,720.6444,0.4963739053448136
H,36,36.285876,0.024993411423134135
Co,4,235.732776,0.16237078736876906
F,3,56.995209489,0.03925782913181689
N,15,210.100545,0.14471551855079115
O,10,159.99405,0.11020257901183075
S,1,32.0648,0.02208596916884441
AWASEY,X,X,#
C,60,720.6444,0.17304894559430345
H,60,60.476459999999996,0.014522263180392533
Cu,12,762.552,0.18311225281265947
I,12,1522.85364,0.36568412478671447
K,1,39.0983,0.009388707647668885
N,10,140.06703,0.03363441366369553
O,31,495.98155499999996,0.11910046775770827
Pr,3,422.72298,0.10150882455685749
AWATAV,X,X,#
C,54,648.57996,0.3949131365918807
H,36,36.285876,0.022094067021657664
Co,3,176.799582,0.10765130250979911
N,42,588.281526,0.3581980896105979
S,6,192.3888,0.11714340426606462
AWEXUX,X,X,#
C,46,552.49404,0.5746096495180087
H,30,30.238229999999998,0.031448626563184166
N,4,56.026812,0.05826949157122376
O,12,191.99286,0.1996780815853871
Zn,2,130.76,0.13599415076219612
AXINAX01,X,X,#
C,162,1945.73988,0.5268631311335007
H,138,139.095858,0.03766406806318879
Co,11,648.265134,0.1755357958248347
O,60,959.9643,0.25993700497847594
AXINIF,X,X,#
C,54,648.57996,0.5985191006108714
H,34,34.269994,0.0316248531435044
Co,3,176.799582,0.16315324760730812
O,14,223.99167,0.2067027986383161
AXOYUK,X,X,#
C,27,324.28998,0.5055849720449331
H,21,21.166761,0.033000083038232576
Eu,1,151.964,0.23691979225456247
O,9,143.994645,0.2244951526622718
AXUKUB,X,X,#
C,8,96.08592,0.3123870042229435
H,3,3.023823,0.009830816089083956
Cd,1,112.414,0.36547157682122394
O,4,63.99762,0.20806404090420672
S,1,32.0648,0.10424656196254185
AXULAI,X,X,#
C,32,384.34368,0.3123870042229435
H,12,12.095292,0.009830816089083956
Cd,4,449.656,0.36547157682122394
O,16,255.99048,0.20806404090420672
S,4,128.2592,0.10424656196254185
AXUVIB,X,X,#
C,92,1104.98808,0.5982533330709436
H,56,56.444696,0.030559811573873413
N,12,168.080436,0.09100069302197127
O,16,255.99048,0.13859620810971168
Zn,4,261.52,0.14158995422350001
AYOQEM,X,X,#
C,138,1657.4821200000001,0.46156057504294523
H,126,127.00056599999999,0.035365964776585046
Cu,12,762.552,0.21234855892149712
N,6,84.040218,0.02340275703656729
O,60,959.9643,0.26732214422240547
AZEKIC,X,X,#
C,126,1513.35324,0.47334665804789644
H,83,83.659103,0.026166895985457267
O,50,799.97025,0.25021471152051733
Y,9,800.15256,0.250271734446129
AZEKOI,X,X,#
C,126,1513.35324,0.39540903303131664
H,83,83.659103,0.021858455876102873
O,50,799.97025,0.20901627897946723
Tb,9,1430.32815,0.3737162321131133
AZUHUB,X,X,#
C,20,240.2148,0.3229124558409024
H,17,17.134997,0.023033984426007452
Fe,1,55.845,0.07507050396742913
N,1,14.006703,0.018828726889284653
O,14,223.99167,0.3011042627165561
P,2,61.947523996,0.08327391612345114
Zn,2,130.76,0.1757761500363691
AZUJAJ,X,X,#
C,16,192.17184,0.28240606820026937
H,8,8.063528,0.011849755085358925
Cu,1,63.546,0.093384004700451
O,14,223.99167,0.329166889562551
P,2,61.947523996,0.09103496478179217
Zn,2,130.76,0.1921583176695775
AZUJIR,X,X,#
C,20,240.2148,0.3259759945729778
H,7,7.055587,0.009574564055258764
Co,1,58.933194,0.07997345095935908
N,1,14.006703,0.01900735900166564
O,14,223.99167,0.303960902510221
P,2,61.947523996,0.08406395336977368
Zn,2,130.76,0.17744377553074406
AZUJOX,X,X,#
C,32,384.34368,0.2785551709937229
H,20,20.15882,0.01461021435849207
Mn,2,109.876088,0.07963329195620271
O,30,479.98215,0.3478696719227561
P,4,123.895047992,0.08979360940366463
Zn,4,261.52,0.18953804136516156
BADXUC,X,X,#
C,48,576.51552,0.44876275143322986
H,30,30.238229999999998,0.023537599288343238
N,12,168.080436,0.13083470662065938
O,12,191.99286,0.14944826482578458
Tb,2,317.8507,0.24741667783198293
BADZAK,X,X,#
C,32,384.34368,0.4507895048556909
H,16,16.127056,0.018915121978901796
O,16,255.99048,0.3002464401833553
Zn,3,196.14,0.23004893298205192
BAGHEA,X,X,#
C,26,312.27924,0.5731369661123851
H,25,25.198525,0.04624773061765838
N,1,14.006703,0.025706989880778634
O,8,127.99524,0.2349141221505041
Zn,1,65.38,0.11999419123867387
BAHCIZ,X,X,#
C,264,3170.83536,0.5163177886937357
H,328,330.604648,0.05383346702278193
Cd,8,899.312,0.1464379983405196
Cu,8,508.368,0.08277927164362675
N,24,336.160872,0.054738205668426104
O,56,895.96668,0.1458932686309099
BAKSIS,X,X,#
C,58,696.62292,0.5530390412290146
H,44,44.349404,0.03520836188857844
Cu,3,190.638,0.15134480034308503
N,4,56.026812,0.044478890231745824
O,17,271.989885,0.2159289063075759
BALWUK,X,X,#
C,18,216.19332,0.5734918324865287
H,10,10.07941,0.026737455677553045
N,2,28.013406,0.07431061950077421
Ni,1,58.6934,0.15569484533964706
O,4,63.99762,0.169765246995497
BARLEO,X,X,#
C,25,300.2685,0.28382303033807194
H,16,16.127056,0.015243789822614708
F,8,151.987225304,0.14366300447251895
O,12,191.99286,0.18147756201024481
P,4,123.895047992,0.11710941362470687
Zr,3,273.672,0.25868319973184273
BASMAM,X,X,#
C,18,216.19332,0.39363422160216505
H,14,14.111174,0.025692935347783687
O,10,159.99405,0.29130933986641155
Tb,1,158.92535,0.28936350318363974
BAXREY,X,X,#
C,84,1008.90216,0.30295156283586
H,145,146.151445,0.043886127346054286
Cu,10,635.46,0.19081493503758146
N,34,476.227902,0.1430009696648313
O,32,511.98096,0.15373684200874735
W,3,551.52,0.16560956310692557
BAYQOK,X,X,#
C,28,336.30072,0.4837305538036723
H,16,16.127056,0.023196946263162432
N,6,84.040218,0.12088234956773611
O,8,127.99524,0.18410667788470372
Zn,2,130.76,0.18808347248072552
BAYQUQ,X,X,#
C,20,240.2148,0.4684723766446546
H,12,12.095292,0.023588514069287476
Cd,1,112.414,0.2192323443357037
N,6,84.040218,0.1638971481365631
O,4,63.99762,0.12480961681379114
BAZFUF01,X,X,#
C,108,1297.15992,0.581427986451836
H,72,72.571752,0.03252894804107269
Cu,6,381.276,0.17089992802306922
O,30,479.98215,0.2151431374840221
BAZFUF,X,X,#
C,108,1297.15992,0.581427986451836
H,72,72.571752,0.03252894804107269
Cu,6,381.276,0.17089992802306922
O,30,479.98215,0.2151431374840221
BAZGAM,X,X,#
C,180,2161.9332,0.6876062337941
H,120,120.95291999999999,0.03846926527961136
Cu,6,381.276,0.1212654278106647
O,30,479.98215,0.15265907311562393
BAZTUU,X,X,#
C,184,2209.97616,0.49134016905482114
H,176,177.397616,0.039440504478275566
Cu,8,508.368,0.11302457627509489
I,8,1015.23576,0.22571560679138722
N,16,224.107248,0.04982537599805182
Ni,4,234.7736,0.052196807550000425
O,8,127.99524,0.028456959852368905
BEBWOX,X,X,#
C,36,432.38664,0.5497751389620579
H,24,24.190584,0.030758077261992492
Co,2,117.866388,0.14986589280754795
N,6,84.040218,0.10685626764358777
O,8,127.99524,0.16274462332481396
BECKEC,X,X,#
C,45,540.4833,0.29880452400091134
H,58,58.460578,0.032319750086835526
Cu,6,381.276,0.21078725964885778
N,12,168.080436,0.0929227501993968
O,17,271.989885,0.15036876832362375
S,6,192.3888,0.1063615541999291
Zn,3,196.14,0.10843539354044565
BEDHOJ,X,X,#
C,16,192.17184,0.5044289657080362
H,10,10.07941,0.026457291355732642
N,4,56.026812,0.14706393418035957
Ni,1,58.6934,0.15406342082111535
O,4,63.99762,0.16798638793475634
BEDTAI,X,X,#
C,37,444.39738,0.4765733257881165
H,33,33.262053,0.03567034355771989
Co,3,176.799582,0.18960049852609123
N,5,70.033515,0.0751041897685849
O,13,207.992265,0.2230516423594875
BEDYEQ,X,X,#
C,48,576.51552,0.4483861249955925
H,32,32.254112,0.025085701586756656
Cl,1,35.4529,0.027573565497172114
Fe,1,55.845,0.043433562986090746
N,4,56.026812,0.04357496764100394
O,16,255.99048,0.1990971194721032
Zr,3,273.672,0.21284895782128085
BEFVIV,X,X,#
C,23,276.24702,0.41083431736711734
H,16,16.127056,0.023984143043068024
N,1,14.006703,0.020830755986323234
O,8,127.99524,0.1903544047339962
U,1,238.02891,0.35399637886949514
BEGZEW,X,X,#
C,66,792.70884,0.5695560405941392
H,48,48.381168,0.03476154811822191
Cu,3,190.638,0.13697213779877304
N,12,168.080436,0.12076467777184953
O,12,191.99286,0.13794559571701623
BELQAN,X,X,#
C,40,480.4296,0.5118528308452269
H,36,36.285876,0.03865920907100412
Mn,2,109.876088,0.11706270114289224
N,4,56.026812,0.05969133110331531
O,16,255.99048,0.2727339278375613
BEPYIG,X,X,#
C,23,276.24702,0.49026846007958036
H,16,16.127056,0.028621437837545383
Cu,2,127.092,0.22555609515148442
O,9,143.994645,0.25555400693139
BEQJOZ,X,X,#
C,36,432.38664,0.31120134380028586
H,26,26.206466,0.018861562039605345
Ho,3,494.79098999999997,0.3561155843951927
N,6,84.040218,0.0604862092290108
O,22,351.98690999999997,0.25333530053590525
BEQJUF,X,X,#
C,36,432.38664,0.3152893478308419
H,26,26.206466,0.019109331347728808
N,6,84.040218,0.061280768353022604
O,22,351.98690999999997,0.2566631644744926
Tb,3,476.77605000000005,0.34765738799391416
BEQKAM,X,X,#
C,99,1189.0632600000001,0.29182607038558406
H,72,72.571752,0.01781093564959458
O,90,1439.94645,0.35339912366745885
Zn,21,1372.98,0.3369638702973626
BETDUB,X,X,#
C,19,228.20406,0.4124330983109533
H,17,17.134997,0.03096807262000023
Eu,1,151.964,0.27464447105685025
N,2,28.013406,0.050628616470814104
O,8,127.99524,0.23132574154138216
BETHIT,X,X,#
C,72,864.77328,0.22144616157792554
H,48,48.381168,0.012389170889110682
Cd,12,1348.968,0.34543595714642233
Cl,3,106.3587,0.027235723408820068
N,96,1344.643488,0.3443285610170025
O,12,191.99286,0.049164425960718905
BETYEH,X,X,#
C,66,792.70884,0.61156049561248
H,40,40.31764,0.031104328167105528
Cd,1,112.414,0.08672536256033342
N,2,28.013406,0.021611834752787194
O,12,191.99286,0.14811901002095235
Zn,2,130.76,0.10087896888634154
BETZOR,X,X,#
C,42,504.45108,0.4716826164868189
H,34,34.269994,0.03204386129356207
Mn,3,164.814132,0.1541080277115552
O,19,303.988695,0.2842419983321546
P,2,61.947523996,0.05792349617590923
BEXSII,X,X,#
C,34,408.36516,0.433396658829283
H,29,29.230289,0.031022013702673223
Cu,3,190.638,0.20232350929716153
N,3,42.020109,0.04459580940803638
O,17,271.989885,0.2886620087628458
BICPUA,X,X,#
C,66,792.70884,0.49230616030007135
H,42,42.333522,0.026290931318236087
O,16,255.99048,0.1589810582687235
Yb,3,519.162,0.32242185011296914
BIDPAH,X,X,#
C,24,288.25776,0.514565150564636
H,15,15.119114999999999,0.026988934092803073
In,1,114.818,0.20496010743138493
N,1,14.006703,0.02500318200664967
O,8,127.99524,0.22848262590452628
BIGWOG,X,X,#
C,108,1297.15992,0.35744038160337055
H,64,64.508224,0.017775637257675756
N,12,168.080436,0.04631559629432653
O,74,1183.95597,0.3262463380138886
Zn,14,915.3199999999999,0.25222204683073857
BIHBAX,X,X,#
C,72,864.77328,0.3372097146463504
H,60,60.476459999999996,0.02358219233996386
Ag,6,647.2092,0.252372771795739
Cr,6,311.97659999999996,0.12165216328415998
N,12,168.080436,0.06554128945935304
O,32,511.98096,0.1996418684744336
BIHRUI,X,X,#
C,50,600.537,0.5668714014255374
H,28,28.222348,0.026640226934026064
Cu,3,190.638,0.17995099423509556
O,15,239.991075,0.22653737740534094
BIJDUV,X,X,#
C,149,1789.60026,0.5527117301666074
H,196,197.556436,0.0610146086741788
Br,1,79.9035,0.024677914235085946
Cd,3,337.242,0.10415600258397763
N,15,210.100545,0.0648888125082733
O,27,431.983935,0.1334167151484596
Ti,4,191.468,0.059134216683417326
BIJZIG,X,X,#
C,120,1441.2888,0.6851212369144969
H,108,108.85762799999999,0.05174582133916406
N,6,84.040218,0.03994878618825315
