identifier, formula, density, mass
GAJVIY01,C60 H48 N2 O16 Zn3,1.0330266621713604,1249.1694539999999,4.666666666666667
GALBUS,C22 H14 N4 Ni1 O4,0.9583170620505648,457.065286,6.0
GALHUY,C56 H32 In2 O16,1.6965684579204405,1190.482032,8.0
GALJAG,C30 H28 In1 N1 O8,0.8856118828204644,645.364491,8.0
GAMFEI,C74 H49 Cu6 N18 O12,1.1584508342899056,1763.573383,2.3333333333333335
GANLEQ,C30 H28 Eu1 N1 O10,1.384330787809355,714.509301,9.0
GANLIU,C30 H28 N1 O10 Tb1,1.4089287729473674,721.4706510000001,9.0
GAQKOB,C19 H15 N2 O5 Zn1,1.3487143434878637,416.713606,4.0
GARLAP,C28 H24 La1 N2 O9,1.3057174810089387,671.4048250000001,8.0
GARSUQ,C13 H11 Eu1 N2 O8,1.7424376750383668,475.199617,9.0
GARTAX,C13 H11 Gd1 N2 O8,1.7472531494411012,480.48561700000005,9.0
GARTEB,C13 H11 N2 O8 Tb1,1.770619594445798,482.160967,9.0
GARTIF,C13 H11 Dy1 N2 O8,1.7862074997889241,485.73561700000005,9.0
GATQIE,C57 H51 N6 O33 Zr6,0.889802361995495,1895.381754,8.0
GAWMOJ,C33 H26 O13 Zn2,0.7243148902233058,761.313151,4.0
GAWZOW,C24 H16 N2 Ni1 O4,0.9318367821153177,455.089242,6.0
GAXBEQ,C44 H34 In1 N2 O9,0.7585398363187302,849.568605,7.0
GAYFOD,C6 H4 N4 Zn1,1.1521569446814441,197.503016,4.0
GAYXEM,C46 H34 O16 Zr3,0.5163847701031951,1116.426514,8.0
GAYXUC,C21 H17 N1 O10 Yb2,1.75325327735323,789.46929,8.0
GAZDAP,C42 H28 N2 O19 Zr3,1.5465629839989081,1138.3475290000001,8.0
GAZZIS01,C46 H34 In1 N1 O8,0.3816832101905403,843.583977,7.0
GAZZIS02,C46 H34 In1 N1 O8,0.37888552412094373,843.583977,7.0
GAZZIS03,C46 H34 In1 N1 O8,0.3776207603869882,843.583977,7.0
GAZZIS,C46 H34 In1 N1 O8,0.38433192904266844,843.583977,7.0
GEBDEA,C27 H25 Ba1 O9 P3,1.3915917745585982,723.7314359940001,9.0
GEDBIE,C23 H16 Cd1 N6 O4,1.0986962631610953,552.825914,7.0
GEDDEA,C12 H23 Ni4 O19 S4,1.3852748061143711,834.3330179999999,6.0
GEDSIT,C21 H16 N3 Nd1 O7,1.4620061723648397,566.61054,9.0
GEDSUF,C57 H45 N7 Nd2 O14,1.5172533470686818,1340.492116,9.0
GEDXOF,C72 H26 F12 O16 Zr3,0.6930222198453636,1648.623063956,8.0
GEGDED,C37 H28 Cu4 O24,0.8970749503519605,1110.789448,5.0
GEGSIW,C20 H14 Ca2 N6 O10,1.1572891276417798,578.516242,8.0
GEHLIS,C16 H8 O10 Sc2,1.0153785211151072,450.14123400000005,6.0
GENCEK,C17 H9 Cu1 N1 O4,1.0135139180343375,354.804372,6.0
GENGIR,C43 H25 Dy2 O16 P2,1.154508622850113,1184.598348996,8.0
GENGOY,C28 H18 N6 O10 Zn2,1.1995761295779686,729.237926,5.0
GERBEN,C40 H32 O16 Zr3,0.6423118897140949,1042.346192,8.0
GERXEJ,C32 H34 O17 Th3,0.8502083163617317,1386.716659,8.333333333333334
GEVVUB,C18 H12 Cr3 O15,0.8700649191913103,624.267987,6.0
GEVWAI,C18 H6 Cr3 O12,0.7975306251205331,570.222126,5.0
GEWSEJ,C21 H17 Er2 N1 O10,1.7078749551579382,777.87929,8.0
GICXEY,C13 H11 Gd1 N2 O8,1.760626058573671,480.48561700000005,9.0
GICXOI,C13 H11 Dy1 N2 O8,1.7802640408949244,485.73561700000005,9.0
GIDRET,C18 H16 Cl6 Hg3 N3 O8 Sm1,2.4467582425246888,1367.189125,4.857142857142857
GIFFAE,C8 H12 N6 O14 Sm2,2.184836348232024,716.9331,9.0
GIFFEI,C8 H12 Eu2 N6 O14,2.213696929505196,720.1410999999999,9.0
GIFJUD,C49 H25 N6 O29 Yb4,1.5740292988728475,1853.9637480000001,7.5
GIFKAH,C10 H16 Cd1 N6 Ni1,1.2465980497649478,391.38207399999993,5.0
GIHVUR,C72 H64 Cu2 N8 O14,1.1154608729866913,1392.4187980000002,6.0
GILFUF,C10 H5 N3 O4 Zn1,1.0375596665238926,296.544834,5.0
GILGEQ,C17 H11 Cu1 N3 O4,0.7039384477285154,384.83366,6.0
GILYUY,C48 H33 Eu2 N13 O14,1.047539368658405,1319.784382,8.0
GINHOD,C72 H24 Mn12 O48 S3,1.004632898501091,2412.386232,5.0
GINTEF,C40 H29 N1 O16 Zr3,0.6963004075270879,1053.329072,8.0
GINTIJ,C40 H45 N1 O22 Zr3,0.775707286139974,1165.452558,8.0
GINTOP,C56 H37 N1 O16 Zr3,0.4604948895925489,1253.56444,8.0
GINWUY,C40 H29 N1 O16 Zr3,0.6135292444314888,1053.329072,8.0
GIPFAP,C40 H29 N1 O16 Zr3,0.648106191601695,1053.329072,8.0
GIQHAQ,C42 H24 Cd2 O12,0.9575938401739817,945.462524,6.0
GIRDUI,C30 H28 Co2 N4 O10,1.40222901787723,722.4317980000001,6.0
GIRXUC,C18 H26 N3 O8 Zn2,1.253638106216583,543.175135,5.0
GITTIN,C6 H4 Co1 N6 O4,1.0947850680267013,283.067236,4.0
GITVIP01,C12 H4 Cl8 N8 Zn2,1.1549045087205239,674.5974679999999,4.0
GIWBOE,C42 H30 Ag1 F6 Ga1 N9 P1,1.13548419947159,983.305017976,4.5
GIWCAR,C42 H30 Ag1 F4 Ga1 N9 P1,1.0719577803067293,945.30821165,3.0
GIXTUF,C16 H6 Cd1 O8 S1,0.6489109166002401,470.693526,8.0
GIXVOB,C69 H50 Eu2 O22,0.8707805996583162,1535.05302,8.0
GIYJAB,C76 H60 Co4 N8 O16,0.9473068058478261,1577.0695799999999,6.0
GODDIP,C102 H66 Cl2 N6 O70 Sc12,0.9002681022826011,3105.99485,6.0
GODNAR,C64 H36 Cd2 I3 N13 O3 S8,1.3921803483777777,1897.1183999999998,6.0
GODPIB,C54 H34 Cd2 O8,0.8884456358144774,1035.673194,6.0
GOMFUL,C44 H25 K3 N4 O9 Pt1 S3,1.209038471742186,1162.2658420000002,4.75
GOSCAV,C38 H22 Cu3 N8 O2,0.9098362541769519,813.273256,2.6666666666666665
GOSDID,C220 H136 O64 Zn12,1.1045354424491471,4587.964696,5.0
GOSKEG,C136 H94 N10 O26 Zn6,1.0088950206900118,2676.538654,4.333333333333333
GOSVIW,C132 H96 Cd4 N16 O24,1.4713050556564626,2739.928984,6.0
GOVHIL,C66 H42 Cu6 O30,0.737542531757912,1696.300512,5.0
GOVJIN,C23 H16 Cu2 O11,0.7314048131070052,595.459531,5.0
GUCDOA,C14 H14 Cl1 La1 N2 Ni1 O12,1.781155470405678,635.31957,7.0
GUFBOA,C80 H52 Cd2 N2 O18 S8,1.386963989104751,1810.621228,6.0
GUFXUD,C46 H41 Cd4 N3 O24,1.4234426845029013,1469.48145,6.25
GUGJEZ,C168 H96 N12 O58 Zn16,0.631352121203304,4256.692582000001,4.375
GUGREI,C56 H40 Cd3 N18 O14,1.3350988176137084,1526.273404,6.666666666666667
GUJREK01,C48 H36 Cl1 Cu4 N12 O10 S2,1.308463383014105,1294.642382,4.5
GUJREK,C48 H36 Cl1 Cu4 N12 O10 S2,1.308463383014105,1294.642382,4.5
GULWOA,C30 H34 Cd5 Cl6 N22 O4,1.447976828575348,1541.5246800000002,6.0
GUPBEZ01,C12 H24 Cu4 I4 N4,2.4541377441591767,986.148156,7.0
GUPBEZ,C12 H24 Cu4 I4 N4,2.539889105642157,986.148156,7.0
GUPCUQ01,C6 H4 Cd1 N6 O4,1.1352183222214514,336.548042,4.0
GUPDEB,C6 H6 Cd1 N6 O4,0.9623665286740161,338.563924,4.0
GUXJUF,C128 H104 Cu12 N24 O52,1.44358728370633,3572.8825159999997,4.666666666666667
GUXQUM,C89 H49 O32 Zn9,1.1575328383243966,2218.7459289999997,3.75
GUXRID,C50 H32 Co3 N10 O6,0.7984392294765758,1045.654154,4.0
GUYMAP,C30 H16 N2 O8 S4 Zn2,1.0766616021305884,791.4771019999998,5.0
GUZVUU,C38 H8 F18 Mn7 N13 O24,1.3029095388625485,1757.082071934,5.238095238095238
HABQUY,C60 H30 Cu3 O15,0.303322989434122,1181.511705,6.0
HABREJ,C29 H31 B1 N12 O5 Zn2,1.1153423437485117,769.2060919999999,4.0
HACNIL,C76 H44 N4 O10 Zn2,0.8744925867516179,1303.946506,4.0
HADLOQ01,C12 H8 Co1 N4,0.6997201588135502,267.152414,4.0
HADLOQ,C12 H8 Co1 N4,0.702125028297105,267.152414,4.0
HADMIL,C14 H12 Co1 N4,1.2835237069091248,295.20565799999997,4.0
HAHCUR,C34 H30 N6 Ni2 O11,1.2024380707920983,816.0238629999999,6.0
HAJJAH,C150 H87 Fe9 O42,0.3533769006708293,3063.8818770000003,5.333333333333333
HAJJEL,C150 H87 Fe9 N6 O42,0.37935814007784874,3147.922095,5.346153846153846
HAKPOC,C76 H62 Mn1 N4 O15 Zn3,0.9196506537423712,1522.404513,3.6
HAKVUN,C21 H15 Ag1 In3 N3 O16,1.406536544682772,1017.6774439999999,5.25
HALNOB,C120 H72 Eu2 N24 O15 Ru2,0.5622591617246204,2596.080499,7.25
HALNUH,C120 H74 Eu2 N24 O16 Ru2,0.5670077715983528,2614.095786,7.5
HANWAW,C76 H44 Cu6 O38,0.8899060537623338,1946.419034,5.0
HANZEF,C54 H50 N2 O36 Zr6,0.738178208965995,1850.312996,8.0
HAPZUW,C24 H16 N2 O6 Pb1,1.3337078798467945,635.594652,6.0
HAQJIV,C21 H20 Cu2 N2 O10,0.7787316567029574,587.4838159999999,5.0
HAQKES,C50 H69 Cd4 Cu6 N4 O30,1.3927434409374306,2037.025891,5.7
HAQROJ,C48 H18 Li1 O24 Zn4,0.9771200803377618,1247.104178,4.0
HAVPUT,C54 H54 Cu12 Mo12 N24 O84 P1 V1,0.6596889196456928,4378.986927997999,5.483870967741935
HAYFIA,C36 H22 Co2 N4 O8,1.2674019017319196,756.449782,6.0
HAZGOF02,C24 H12 O12 Sc2,1.2387175998860673,582.257728,6.0
HEBCEA,C30 H28 Cd1 N4 O4,1.26538014270016,620.98298,6.0
HECQUB,C18 H12 N14 O2 Zn1,0.7850815313064229,521.761264,1.0
HEDCIE,C72 H54 Cu4 N4 O22,1.1333106557057289,1581.399816,5.0
HEFDON,C104 H72 Ba1 Cd6 Cl2 N8 O30,1.2512560922801927,2796.441286,4.5
HEFDUT,C104 H70 Cd6 Cl2 N8 O27,1.172712956110536,2609.100189,6.333333333333333
HEFFEF,C104 H70 Cd5 Cl1 N8 Na1 O25,1.1026346639215263,2452.22424828,4.75
HEGPER,C56 H56 Cd5 N18 O24,1.7118856853090547,1927.22251,6.8
HEHCOO,C68 H48 Cd2 Cl2 Co2 N20 O12,0.9034240354886625,1750.838596,6.0
HEHKUD,C112 H100 Cl3 Cu4 N16 O2 Si4,0.992737619887704,2174.987738,6.0
HEHZAY,C48 H26 Cd5 N3 O34 P3,1.3651135741142955,1843.713150994,6.4
HEJGAI,C102 H48 Cu12 O48,0.7458400654252437,2804.000088,5.0
HELFAI,C9 H3 La1 O6,1.483192634127199,346.022383,8.0
HERHAQ,C40 H30 Br3 O16 Zr3,0.38351853109589495,1280.04081,8.0
HERHUK02,C40 H30 O18 Zr3,0.47625900575076524,1072.32912,8.0
HERJOG,C32 H32 Br3 O16 Zr3,0.22143758700679214,1185.970772,8.0
HETCOB,C130 H100 Fe12 O60 S12,0.5129899123848556,3677.0722,5.75
HEXVEM,C48 H36 Cu3 N12 O15,0.2634852396947578,1211.510907,6.0
HIBTEU,C12 H8 Cu1 O5 S1,1.227366641924348,327.800233,6.0
HICNOZ,C44 H30 O16 Zr3,0.4918778129114564,1088.37327,8.0
HIDTUM,C69 H48 Cu6 O30,0.7584089436488104,1738.380378,6.0
HIFTOG02,C48 H24 O26 Zn8,1.1580482291925767,1539.730634,4.0
HIFTOG03,C24 H12 O13 Zn4,0.5980855154141095,769.865317,4.0
HIFTOG,C48 H24 O26 Zn8,1.1659248084547276,1539.730634,4.0
HIHGOW,C45 H34 N2 O12 Zn2,0.915912923382881,925.51956,5.0
HIHNUJ,C16 H6 In1 O8,0.8129891139697746,441.032726,8.0
HIKSIF,C144 H72 Cu3 N12 O30 Zr8,0.7536759796940684,3370.610898,5.454545454545454
HIMSAY,C40 H22 N10 Zn1,1.1078911652887926,708.051332,6.0
HIQLIF,C40 H32 N2 O16 Zr3,0.48622214530068686,1070.359598,8.0
HIQTUZ,C16 H11 Cd2 N5 O7,1.6985765791461513,610.116541,6.5
HIYBEZ,C37 H19 Fe3 O14,1.1706479864763535,855.0749289999999,6.0
HIYCUQ,C54 H40 Cu3 N2 O16,0.6515045501214096,1163.5394860000001,5.333333333333333
HIYGIH,C60 H36 Cu6 N20 O30,0.7747172831591739,1898.322486,6.0
HOGJUK,C18 H4 Cr3 Mn2 N1 O36,1.4017295255304691,1076.0747549999999,6.4
HOHMIB,C36 H28 N2 O10 Zn2,0.5385490226563329,779.376444,5.0
HOJJAU,C58 H40 Au2 Cl2 Co3 N2 O14 P2,0.8652621700532694,1692.531679996,4.4
HOJLID,C146 H158 N6 O28 Zn4,0.8192789013938713,2706.366276,5.0
HOKMUR,C16 H24 N32 Zn4,1.1286099890665986,926.09692,4.0
HOLQIK,C45 H24 Cl3 N3 O16 Zn4,0.9995459433866892,1230.563173,4.0
HOLYIT,C39 H25 N15 Ni4 O3,0.9595501209618811,986.489745,6.0
HOLYOZ,C39 H25 F9 N12 Ni4 O3,1.0569596755212698,1115.455264467,6.0
HORBOI,C10 H10 N6 Zn1,1.267359241818887,279.60702799999996,4.0
HOWPOA,C12 H12 Ag3 N18,1.278406633169453,731.9494259999999,4.0
HOWQAM,C24 H18 Cd2 N4 O10,2.132783546818528,747.24956,6.0
HOYRAQ,C12 H7 Cu1 N3 O4,1.0819830600912759,320.748196,6.0
HOZQAR,C108 H54 O60 Sc10,0.8753182829098883,2761.1121140000005,6.0
HUDMOK,C34 H32 N8 O5 Zn4,0.6495212701064802,894.189921,4.0
HUDWUA,C62 H52 Cu5 N2 O24,1.3782856648686892,1526.807938,4.8
HUHHOI,C10 H12 Cd4 Cl4 N16,2.262547708080331,947.7775399999999,6.0
HULCOI,C66 H46 Cu6 N12 O36,0.6055225632381397,1964.409142,5.0
HULTEP,C30 H24 B1 Co1 F4 N18,0.8112072067673979,782.371244652,6.0
HUNHUW,C27 H30 N8 O13 Zn2,1.5422854392508307,805.3340989999999,5.0
HUQGUX,C93 H65 Cu3 N5 O13,0.7245720188224885,1651.178765,5.333333333333333
HUQHAE,C94 H67 N5 O13 Zn3,0.7404409354140258,1670.707387,5.0
HUQHEI,C91 H63 N7 O13 Zn3,0.7398442665546827,1658.6568089999998,5.0
HUQHIM,C92 H64 N6 O14 Zn3,0.743545509113835,1673.668192,5.333333333333333
HUTGIP,C22 H12 Cu2 N6 O8,1.400863430087118,615.45903,5.0
HUTHEM,C22 H12 Cu2 N6 O8,1.4395796856880638,615.45903,5.0
HUVGAJ,C24 H14 Cu2 N6 O8,1.258051946684941,641.496392,5.0
HUVGEM,C42 H26 O20 Zn5,1.6065036671165356,1177.5456459999998,5.2
HUVKOB,C24 H14 Cu2 N6 O8,1.2715301069248792,641.496392,5.0
HUWMAP,C21 H12 Cl2 O7 P1 Th1,0.8883785508417935,710.233928998,9.0
HUYJAP,C20 H12 N4 O4 Zn1,1.0222028296220793,437.714524,4.0
HUYKER,C58 H58 N6 Ni3 O19,0.7688263885825108,1319.192611,6.0
HUZFOY,C78 H54 Cd1 Cl1 N12 O3,0.8775611493027995,1355.212085,6.0
HUZGOZ,C34 H28 Cd1 N4 O4,1.2444727656014785,669.02594,6.0
HUZHIW01,C67 H88 Co6 O13 P6 Se8 Zn3,1.4480886347188893,2468.760388988,4.777777777777778
HUZSUR,C73 H77 K3 N6 O22 Zn2,1.1856287898094828,1638.4775049999998,6.4
HUZXAD,C54 H40 N2 O12 Zn2,0.6540418756704864,1039.6638659999999,5.0
HUZXEH,C58 H48 N2 O12 Zn2,0.6893948767629704,1095.770354,5.0
IBASOX,C46 H28 Cu5 O29,0.8741350001055239,1362.429133,6.0
IBESAN,C76 H48 N6 O22 Zn4,1.405832472734384,1658.744536,5.0
IBULIE01,C8 H2 O16 Tb2,1.8529678075961222,671.942982,8.0
IBULIE,C8 H2 O16 Tb2,1.8473502092603142,671.942982,8.0
ICALOP,C17 H8 In1 O8,0.7964934928179795,455.059348,8.0
ICALUV,C37 H24 Co2 N4 O8,0.958055056522894,770.476404,6.0
ICAMAC,C41 H28 N4 O8 Zn2,1.2271686630150873,835.4447399999999,5.0
ICARAH,C180 H120 Cu6 N6 O36,0.5360279156791631,3324.180918,6.0
ICAXIX,C54 H48 Cl1 Cu5 N18,1.307350327103132,1302.264682,3.4
ICIVIC,C53 H32 F6 N6 O8 S2 Zn2,1.2186097746984745,1189.7388089779997,5.0
ICUDIX,C36 H30 Co1 Gd2 N7 O21,1.4619552102217697,1270.09249,7.333333333333333
IDIMIU,C3 H3 In10 N2 S17,1.4839334898211514,1760.351049,4.0
IDIMOA,C21 H21 Cd16 In64 N14 S126,1.3644209502930995,13656.626943,3.925
IDORAW,C44 H54 Cu2 Mn2 N6 O21,1.1448904920745475,1239.897185,5.5
IGEJUC,C48 H26 O13 Zr3,0.5228362132393021,1084.386251,8.0
IGETUL,C81 H49 Eu3 O20,1.1985855924969755,1798.139149,8.666666666666666
IGIFOW,C34 H30 N2 O36 Zr6,1.1661007411345896,1589.939376,8.0
IGINIX02,C17 H13 N3 O9 Zn2,1.4787444997117798,534.060567,5.5
IGOGOD,C20 H28 N8 Zn2,0.810565278809533,511.250772,4.0
IHABAW,C176 H148 N12 O42 Zn8,0.6804635749430329,3626.160954,4.0
IHAJIN,C16 H12 N6 O2 Zn1,1.488130892046683,385.68616,4.0
IHILUI,C12 H16 Gd2 O14,2.2629377625220437,698.747606,9.0
IHIMAP,C12 H16 La2 O14,2.057007751028611,662.058546,9.0
IJASAO01,C60 H52 Er2 N4 O12,1.2169624857213819,1355.5950039999998,8.0
IJASAO,C60 H52 Er2 N4 O12,1.2169624857213819,1355.5950039999998,8.0
IJEJEP,C144 H92 K2 Mn3 N12 O42 U4,0.6582699113626673,3857.45895,6.75
IJICIQ,C56 H34 N2 O25 Tm3,1.455939456709089,1641.6726250000002,7.333333333333333
IKATIZ,C41 H32 Cd2 N4 O12,1.3736563702991857,997.5421240000001,7.0
IKOPEF,C32 H17 Cu4 O19,1.2923701491292143,959.651372,5.5
IKOXAK,C76 H83 N9 Ni2 O9,1.000974689975639,1383.917115,6.0
IKOZOZ,C46 H46 Cd2 N8 O9,1.2627062678069865,1079.735595,7.0
IMIDZB11,C12 H12 N8 Zn2,1.2203897234456251,399.037796,4.0
IMIDZB13,C12 H12 N8 Zn2,0.7899750199415213,399.037796,4.0
IMIXEI,C18 H18 Cu3 N9 O3,0.6055205065768123,599.0328000000001,4.0
IMIXIM,C12 H12 Cu2 F1 N6 O3,1.3972861324227857,434.353008163,4.5
INECOV,C48 H39 N2 O14 Pr2,1.2037701188498793,1149.645615,8.0
INEMUM,C90 H51 Co9 N12 O42,0.9017971793423619,2502.8257830000002,6.0
INIQAZ,C56 H38 N2 O15 Zn3,1.2896917863197874,1175.047679,6.0
INIQIH,C54 H34 Cd3 N2 O12,1.4154069760152856,1240.09822,6.666666666666667
INIQON,C56 H36 Cd3 N2 O12,1.3986615363675061,1266.135582,6.0
INIRII,C52 H116 Ge14 N4 O87 Tb10,2.613609343946345,4795.528182999999,8.0
INIYEM,C53 H36 Cu2 N4 O16 S2,1.0981523491813783,1176.093988,5.5
IPAQIC,C40 H30 O16 Zr3,0.6291017979387088,1040.33031,8.0
IPIHUM,C6 H6 Co1 N4 O2,1.3176404107219593,225.070902,5.0
IPOCEY,C8 H19 Cl1 O15 U3,2.2075700144445105,1104.7675040000001,8.333333333333334
IPOMOR,C20 H16 Cu1 F6 N12 Si1,1.1682029237614542,630.0442109779999,6.0
IPUGIM,C46 H33 Dy3 O27,1.5532737892842137,1505.2400280000002,8.333333333333334
IPUGOS,C46 H33 Eu3 O27,1.5054259590259749,1473.632028,8.666666666666666
IPUGUY,C46 H33 Gd3 O27,1.5201319091980545,1489.4900280000002,8.666666666666666
IPUPIU,C44 H32 Cu4 O20,0.7083863533380621,1134.898772,6.0
IPUPOA,C168 H112 Cu12 O60,0.40617487288749193,3853.210012,6.0
IQABEJ,C20 H24 Co5 N6 O22 S2,1.8282095149555484,1059.2280819999999,6.0
IREGOD,C40 H34 Mn5 N1 O30,1.304444796638317,1283.378667,6.0
IRELAU,C26 H21 N1 O10 Zn2,1.364842344260853,638.206754,4.5
ISACEN,C29 H17 Mn2 N1 O15,0.8276760158523842,729.3203229999999,5.5
ISENUQ,C108 H82 Dy2 N12 Ni2 O22,1.5171894917296835,2342.265228,5.75
ISOJOQ,C20 H28 In1 O8,0.9887719783511139,511.25038800000004,8.0
ITIBIY,C52 H32 Co2 N10 O9,1.3512829953391965,1058.740655,6.0
IVESOS,C18 H12 O24 Ru6,1.9456962573146102,1218.694332,5.0
IVIWES,C32 H28 Cu3 O11,1.299587449310694,779.1974829999999,5.333333333333333
IWENOO,C28 H24 N4 O4 Zn1,1.305411404287497,545.8957359999999,4.0
IWEPIJ,C48 H32 N4 O8 Zn2,1.3517654999669884,923.551684,4.0
IWEVAJ,C48 H32 Cu7 N6 O33,0.7183597573526919,1665.612215,5.142857142857143
IWEXAM,C108 H68 O64 Sc12,0.8615656531490051,2929.132724,6.0
IXASOS,C122 H84 O34 Zr6,0.5077399917474523,2641.301094,7.0
IXEJOM,C32 H20 F12 O16 Zr3,0.8731324665087247,1162.145817956,8.0
IXOSUL,C39 H31 Li4 N3 O4,0.9647172676688549,633.44276,4.0
IXUQUO,C72 H56 N16 O16 Zn4,1.2090687991946596,1662.835704,4.0
IXUREZ,C52 H36 N8 O16 Zn4,1.1694440351300475,1290.40846,5.0
IYACOD,C34 H30 N2 O36 Zr6,1.1732536564701699,1589.939376,8.0
IYAKIE,C76 H77 Ca2 Cd4 N5 O35,1.0914888042706021,2150.252387,6.173913043478261
IYAZAL,C30 H22 Cd3 O16,1.6658410656081049,975.729382,6.0
IYESUC,C48 H26 Co1 In1 N4 O9,0.8958075586791082,976.494637,6.5
IYICUP,C36 H30 Co1 La1 N6 O18,1.139922714992775,1032.493042,7.714285714285714
IYIHUU,C48 H26 Br2 N2 O8 Zn2,0.6202605946048674,1049.2976319999998,5.0
IYOVEA01,C10 H6 N2 O2 Zn1,1.3270288134736903,251.547262,4.0
IYOVEA02,C10 H6 N2 O2 Zn1,1.285919399369374,251.547262,4.0
IYOVEA,C10 H6 N2 O2 Zn1,1.3623201976178412,251.547262,4.0
IYUHIU,C76 H88 In6 N10 O50,1.3590136951726488,2630.460328,6.333333333333333
IYUJAO,C43 H27 In3 O19,1.4196416944728782,1192.118922,6.0
IZIHAC,C45 H31 O23 Sm3,1.412153611113842,1390.7957860000001,9.0
IZOWAW,C36 H24 Mo36 O140 P2 Zn12,1.1319284774019311,6997.201447995999,4.833333333333333
IZOWEA,C9 H6 Mo12 O46 P1 Zn4,1.556636925367931,2294.010697998,4.8125
IZUKIZ,C27 H15 Bi1 O6,1.2032605813068653,644.385925,6.0
JAHMAK,C63 H43 Co2 N5 O9 S8,1.0069788485357583,1388.431031,6.0
JALLOA,C9 H16 Ce3 O17,0.9098243396046869,816.5616010000002,8.0
JAMDAG,C57 H28 N6 O19 Sm3,1.111394893251862,1551.943441,8.0
JAMDEK,C57 H28 Eu3 N6 O19,1.1148661927979222,1556.7554409999998,8.0
JAMTEZ,C48 H36 N60 O24 Zn9,0.9087725395604187,2425.609296,4.0
JAPNOH,C88 H66 Cd2 N5 O9,1.1043475098810094,1562.325386,7.0
JATYOW,C58 H36 N4 O12 Zn3,0.5758650688336114,1177.068468,4.666666666666667
JATYUC,C62 H45 N5 O13 Zn3,1.1448874549116528,1264.189005,5.0
JAWXEN01,C5 H1 Cu1 N4,1.2584495317247237,180.634453,4.0
JAXNUU,C6 H4 Cu1 N5,1.5753026535418981,209.67571900000002,4.0
JAXZUG,C27 H12 N6 O12 Y1,1.036823069807717,701.32419,9.0
JEBWEV,C39 H67 Cu3 N6 Na2 Ni2 O32 Pd8,0.8044470452788128,2337.33642356,3.090909090909091
JEDDII,C42 H30 O18 P2 Zn4,1.2119208140938895,1146.146123996,5.25
JEDVEW,C27 H10 Cd2 O18,0.8954117352796219,847.18668,6.5
JEDVOG,C36 H30 Cd3 Li6 O33,1.0047643105836122,1369.487235,4.666666666666667
JEFWUQ,C45 H39 Co2 N9 O43 Si1 W12,3.1503258383011796,3745.859629,6.0
JEHBAC,C46 H36 Mn2 O14 P1,0.6467482484926467,953.621435998,6.0
JEHBOQ,C132 H80 N24 O39 Zn12,0.33690917989125607,3410.750627,4.0
JEHJUE,C18 H16 Cl2 Cu2 N6,1.0360498424723,514.358394,4.0
JEJWIF,C68 H42 Co3 N4 O16,0.8544305523302318,1347.8807160000001,4.666666666666667
JELLAR04,C132 H108 Co8 Fe2 N48,1.0915010311271265,2949.7526040000002,6.0
JELLAR06,C132 H108 Co8 Fe2 N48,1.0649838612587021,2949.7526040000002,6.0
JENKET,C100 H70 N2 O16 Zn4,0.719059980147966,1817.1537560000002,5.0
JENQEC,C86 H87 N8 O14 Zn2,0.8216897515635594,1587.419801,5.0
JENQOM,C86 H87 N8 O14 Zn2,0.7993782216217274,1587.419801,5.0
JENROM,C88 H58 N4 O13 Zn3,0.7187917744492409,1575.564775,5.0
JEPWIN01,C14 H10 Cd1 N2 O4,1.2448723857851667,382.65479600000003,6.0
JEPZEN,C108 H48 Gd6 N24 O51,1.0955060817544482,3441.171615,8.0
JEWXER,C36 H32 Cd3 N10 O12,1.2072498205481106,1133.942642,5.333333333333333
JIFGAJ,C36 H29 Cd3 N11 O14,1.568084361860628,1176.924332,6.333333333333333
JISROV,C30 H18 Co1 N6 S2,0.6579763160212388,585.5681500000001,6.0
JISRUB,C30 H18 Fe1 N6 S2,0.6513770506127852,582.479956,6.0
JIXBUQ,C50 H28 Cd3 N2 O16,0.7209163798449082,1250.005234,6.0
JIYSUI,C32 H18 Cd1 N2 O8,1.18379131220009,670.909264,6.0
JIZJIN,C30 H24 Co3 N2 O10,1.0538962334910082,749.3198219999999,5.333333333333333
JODGIU,C24 H16 Co1 N2 O4,0.9258041631513169,455.32903600000003,6.0
JOFCEO,C14 H8 Cu1 N2 O5,1.01080860592902,347.770319,6.0
JOFLUO,C40 H36 Cd2 N2 O10,1.2301348367798286,929.5509320000001,7.0
JOMZIX,C58 H38 O31 Zr6,0.7167498931079905,1778.250233,8.0
JOQQAJ,C41 H33 Co3 N2 O16,1.1109158446030531,986.5058609999999,4.666666666666667
JORLEJ,C92 H74 Cd2 N8 O12,1.0676868122768797,1708.450198,7.0
JOVXUP,C38 H22 N4 O8 Zn2,0.8410777518202994,793.364874,5.0
JOXMUG,C24 H16 Cu1 In1 N4 O8,1.2990355860449572,666.7708680000001,6.0
JOXNER,C24 H16 Cu4 I4 In2 N4 O10,1.7961526377871435,1511.843558,4.608695652173913
JOYKUF,C22 H26 Mn2 N3 O9,1.0400408245785775,586.333588,6.0
JOZTIE,C63 H21 Bi3 N1 O26 S18,1.6297418832750288,2411.9422139999997,9.666666666666666
JUHNIL,C36 H26 Cu6 N4 O33,1.1681489783566994,1423.876283,5.666666666666667
JUJMOS,C96 H72 N6 O26 Zn8,1.0402270627694379,2248.66754,4.0
