identifier, formula, density, mass
DAYYIN,C30 H30 Co5 N20,1.1202511703734157,965.3604600000001,4.0
DAZKEX,C28 H20 Al2 O12,0.9056696781493769,602.415477,6.0
DAZMEA,C62 H42 Cd4 N4 O18,1.4005378029877416,1580.671504,6.0
DECVIT,C12 H6 O32 U6,2.8338763448043904,2090.330946,7.0
DEDCEY,C32 H14 Ce1 O13,1.2094594774051781,746.563119,10.0
DEDFEB,C50 H35 Co2 N12 O5,0.6447514601844581,1001.7587840000001,6.0
DEDGUS,C111 H99 Co6 N13 O33,1.3424319535099534,2496.644967,6.0
DEFPOX,C180 H120 Cu12 N14 O54,0.5611536968428427,4105.4998319999995,5.0
DEHLEJ,C108 H102 N12 O18 Zn3,1.2486500704697538,2052.179628,4.0
DEJROB,C14 H15 B1 Co1 N8 O2,1.139612079831103,397.066103,6.0
DEKCII,C24 H18 Eu2 N12 O12,1.8200352191336695,970.4019940000001,7.0
DENBUW,C90 H64 Cd4 N12 O18,1.0117819189449737,2051.20055,6.5
DEQMUK,C72 H54 Cd3 N4 O19,1.1108378670330372,1616.459601,6.0
DESVOP,C81 H70 N4 O22 Tb2,0.9548505779897504,1769.290232,8.0
DETWAD,C12 H4 Cs1 In1 O8 S2,1.3850202310066095,588.00893596,6.0
DEYDOA,C10 H16 Cd1 N6 Ni1,1.270563827289934,391.38207399999993,5.0
DEYVUA,C13 H7 N1 O4 Zn1,0.961200344777636,306.57953,5.0
DIBQEM,C108 H78 Co9 O39,0.8305661717972356,2530.154859,6.0
DIDBAV,C30 H34 Co1 N2 O7,1.2063297868065712,593.534629,6.0
DIDBID,C24 H16 Co1 N2 O4,0.9252836415987699,455.32903600000003,6.0
DIDBOJ01,C24 H16 Co1 N2 O4,0.9201732713211379,455.32903600000003,6.0
DIDBOJ,C24 H16 Co1 N2 O4,0.9201732713211379,455.32903600000003,6.0
DIHPIU,C42 H32 Ag2 B2 F4 N8,0.9405562225404076,962.110828652,4.0
DIHREU,C48 H30 Eu2 N12 O12,1.0518590880874148,1270.7550460000002,5.0
DIHRIY,C48 H30 Eu2 N12 O12,0.8783413549895632,1270.7550460000002,8.0
DIHVIB02,C18 H12 Cu3 O15,0.9619307912316377,658.917687,5.0
DIMBOT,C12 H43 Cu3 N6 O29 Zr3,1.3973967493447916,1199.803306,7.5
DIRPOL,C66 H36 N2 O13 Zn4,0.8652632985693306,1326.520387,4.0
DITJEY01,C7 H4 Al1 N1 O5,1.1418620032553175,209.0922105,6.0
DITTEH,C33 H25 N1 O16 Zn4,1.220063891292842,953.070128,4.75
DIVRUY,C78 H98 Cu6 N23 Ni4 O48 Pt6,1.3608813262153945,3912.2951469999994,4.214285714285714
DIVYOZ,C39 H66 Cu3 N6 Na1 Ni2 O34 Pt1,0.5887477096617207,1689.06152328,3.1578947368421053
DIXGIC,C78 H56 Eu2 N2 O16,1.0730024222777692,1581.2143019999999,8.0
DOFHIS,C47 H32 Cd1 N4 O4,1.1310012785333594,829.197324,6.0
DOMGET,C97 H56 Dy2 N9 Na4 O25 Zn2,1.233099807838091,2295.2510051199997,6.5
DOQSAF,C18 H9 Mn2 O10,1.0647533109376917,495.13492699999995,5.0
DORNAB,C144 H84 Cu12 N4 O60,0.8764440879234936,3592.756716,5.0
DORRAG,C144 H96 N24 O40 Zn8,0.989784503122809,3325.485968,2.3333333333333335
DOTSOV01,C36 H12 Cu6 O24,0.8872849247471164,1209.7436519999999,5.0
DOTSOV02,C36 H12 Cu6 O24,0.8873153330861502,1209.7436519999999,5.0
DOTSOV03,C36 H12 Cu6 O24,0.8870417080481798,1209.7436519999999,5.0
DOTSOV04,C36 H12 Cu6 O24,0.8868694833332882,1209.7436519999999,5.0
DOTSOV05,C36 H12 Cu6 O24,0.8866365443828451,1209.7436519999999,5.0
DOTSOV06,C36 H12 Cu6 O24,0.8864340550787642,1209.7436519999999,5.0
DOTSOV07,C36 H12 Cu6 O24,0.8863328335485986,1209.7436519999999,5.0
DOTSOV08,C36 H12 Cu6 O24,0.8859483322543346,1209.7436519999999,5.0
DOTSOV09,C36 H12 Cu6 O24,0.8858775273275812,1209.7436519999999,5.0
DOTSOV10,C36 H12 Cu6 O24,0.8857258278890908,1209.7436519999999,5.0
DOTSOV11,C36 H12 Cu6 O24,0.8855640533293119,1209.7436519999999,5.0
DOTSOV12,C36 H12 Cu6 O24,0.8852002045869692,1209.7436519999999,5.0
DOTSOV13,C36 H12 Cu6 O24,0.8850385580148469,1209.7436519999999,5.0
DOTSOV14,C36 H12 Cu6 O24,0.8852406223806776,1209.7436519999999,5.0
DOTSOV15,C36 H12 Cu6 O24,0.8852002045869692,1209.7436519999999,5.0
DOTSOV16,C36 H12 Cu6 O24,0.8851901005229962,1209.7436519999999,5.0
DOTSOV17,C36 H12 Cu6 O24,0.8855135068588543,1209.7436519999999,5.0
DOTSOV18,C36 H12 Cu6 O24,0.8857157158247476,1209.7436519999999,5.0
DOTSOV19,C36 H12 Cu6 O24,0.885988795600312,1209.7436519999999,5.0
DOTSOV20,C36 H12 Cu6 O24,0.8861203184934866,1209.7436519999999,5.0
DOTSOV21,C36 H12 Cu6 O24,0.886383442387164,1209.7436519999999,5.0
DOTSOV22,C36 H12 Cu6 O24,0.8862113880542282,1209.7436519999999,5.0
DOTSOV23,C36 H12 Cu6 O24,0.8864036870014194,1209.7436519999999,5.0
DOTSOV24,C36 H12 Cu6 O24,0.8866567967051499,1209.7436519999999,5.0
DOTSOV25,C36 H12 Cu6 O24,0.8870011805742699,1209.7436519999999,5.0
DOTSOV26,C36 H12 Cu6 O24,0.8871227704031726,1209.7436519999999,5.0
DOTSOV27,C36 H12 Cu6 O24,0.8874065664407123,1209.7436519999999,5.0
DOTSOV28,C36 H12 Cu6 O24,0.8874572570421837,1209.7436519999999,5.0
DOTSOV29,C36 H12 Cu6 O24,0.8862215076646291,1209.7436519999999,5.0
DOTSOV30,C36 H12 Cu6 O24,0.8883398918692395,1209.7436519999999,5.0
DOTSOV31,C36 H12 Cu6 O24,0.8884109593312882,1209.7436519999999,5.0
DOTSOV32,C36 H12 Cu6 O24,0.8892338630355995,1209.7436519999999,5.0
DOTSOV33,C36 H12 Cu6 O24,0.8888781627193575,1209.7436519999999,5.0
DOTSOV34,C36 H12 Cu6 O24,0.8895389000907546,1209.7436519999999,5.0
DOTSOV35,C36 H12 Cu6 O24,0.8892440286902451,1209.7436519999999,5.0
DOTSOV36,C36 H12 Cu6 O24,0.8888984833406278,1209.7436519999999,5.0
DOTSOV37,C36 H12 Cu6 O24,0.8886851477055365,1209.7436519999999,5.0
DOTSOV38,C36 H12 Cu6 O24,0.8888070454223749,1209.7436519999999,5.0
DOTSOV39,C36 H12 Cu6 O24,0.8886749905686653,1209.7436519999999,5.0
DOTSOV40,C36 H12 Cu6 O24,0.8890305824779037,1209.7436519999999,5.0
DOTSOV41,C36 H12 Cu6 O24,0.888735935711786,1209.7436519999999,5.0
DOTSOV42,C36 H12 Cu6 O24,0.8846336041853902,1209.7436519999999,5.0
DOTSOV43,C18 H6 Cu3 O12,0.8863328335485986,604.8718259999999,5.0
DOTSOV44,C18 H6 Cu3 O12,0.8885734277126989,604.8718259999999,5.0
DOTSOV45,C18 H6 Cu3 O12,0.8867479397887915,604.8718259999999,5.0
DOTSOV,C36 H12 Cu6 O24,0.8850991708667942,1209.7436519999999,5.0
DOTVOZ,C17 H8 Co1 F6 O4,1.4106195263619357,449.16734097799997,6.0
DOYHIK,C96 H38 O48 Zn7,0.9552292234507017,2416.9642380000005,4.285714285714286
DOYHUW,C48 H20 O26 Zn4,1.0047166791772864,1274.17887,5.0
DOYLIM,C8 H12 Cd1 N6 Ni1,1.199737037105193,363.3288299999999,5.0
DOZCEC,C96 H56 Cl5 Mn10 N40 O4,0.5171829013225433,2560.3864160000003,0.8421052631578947
DUDHAO,C42 H26 O19 Y3,0.6695491286611248,1101.3637609999998,8.0
DUDHES,C44 H34 Ho3 N1 O19,0.833354409787353,1375.528942,8.0
DUDVUV,C105 H82 O42 Zn6,0.7971568226106008,2408.033872,4.666666666666667
DUFKAS,C93 H92 Ce4 N6 O38,0.6925950967430622,2462.2110000000002,8.75
DUGMOJ,C82 H60 Cu6 N2 O34,1.083178072479402,1998.6263159999999,5.0
DUHSIL,C19 H23 N1 Ni2 O15,0.9532003326502275,622.771281,4.0
DUKXOY,C14 H12 Cd2 N8,1.6657772337826655,517.1272759999999,4.0
DULGUP,C24 H18 N4 Ni1 O4,1.0108014549270157,485.11853,6.0
DUNYIW,C104 H68 N16 O20 Zn4,0.9076182274479467,2123.272296,5.0
DUPKAC,C120 H74 O27 Zn8,0.6520720820461425,2470.900369,4.0
DUPKEG,C19 H11 Cd1 N1 O4,1.472104006548123,429.709734,7.0
DUPKIK,C57 H33 In3 N3 O13,0.8546945872827534,1312.340607,6.0
DUPVER,C23 H12 N5 O13 Zn3,0.8152832823427285,762.5080919999999,4.0
DUQNIP,C88 H48 O36 Tb4,1.2423095730210918,2317.006268,9.0
DURCAX,C24 H20 O19 Th3,1.6543655643448552,1308.518375,9.0
DURCOL,C42 H32 O19 Th3,0.9361363744627982,1536.8069870000002,9.0
DURDAX,C31 H31 N3 O11 Zn2,0.98947633606979,752.352675,6.0
DURDIF,C26 H21 N1 O10 Zn2,0.8513452831952495,638.206754,5.0
DUSVOF,C58 H42 Co4 N6 O18,1.275936726709235,1346.718726,5.75
DUTJUZ,C30 H24 N14 O6 Zn3,0.8827156349722979,872.743056,4.666666666666667
DUTLAH,C52 H36 Cd2 N8 O12 S2,1.3323941195990177,1253.8484400000002,6.5
DUYBIL,C48 H38 Cd3 N2 O20,1.3488940967005019,1300.060784,7.333333333333333
DUYCAE,C96 H90 Cd4 N14 O16,1.3591962992235886,2145.486052,6.5
DUZKAM,C39 H38 Cu3 Li1 Mn2 N6 O20,0.7793873268673062,1218.203024,3.7142857142857144
DUZPUL,C22 H22 N2 O11 Zn2,1.2510205605179265,621.1778429999999,5.5
DUZTIE,C21 H19 N9 O6 Zn1,1.310754821051773,558.813176,6.0
EBEPOU,C41 H33 Cu6 N25 O11,1.0002173421677025,1433.139423,5.333333333333333
EBEWIT,C9 H5 Gd1 O7,1.6312039332286505,382.3822,7.0
EBEWOZ01,C9 H3 Gd1 O6,1.627620431465275,364.366913,8.0
EBEWOZ,C9 H3 Gd1 O6,1.629094576095571,364.366913,8.0
EBUQIB,C96 H58 N8 Na2 O18 Zn2,1.1252787395543042,1788.27407056,5.5
EBUREC,C42 H28 Ca3 N2 O14,0.9466211288078245,904.912504,6.666666666666667
ECAFEX,C22 H18 N4 O4 Zn1,1.145374099699028,467.78365,4.0
ECINUC,C27 H17 O7 Yb1,1.0188006016362103,626.474812,7.0
ECOKAJ,C54 H28 N14 O14 Zn3,0.33466584774964486,1293.02782,4.666666666666667
EDAPIK,C50 H48 Cl4 Cu2 N8 O8,0.7750957999324002,1157.8706320000001,6.0
EDATOT,C12 Cr2 Fe1 Mn2 N6 O24,0.7939772085275729,881.868106,6.0
EDORUN,C46 H26 Cu2 N2 O8,1.008280112673397,861.801152,5.0
EDOVEA,C36 H44 Gd5 N6 O28 Zn1,1.5494430103627015,1860.389602,7.666666666666667
EDOVIE,C36 H44 Dy5 N6 O28 Zn1,1.5617521268980739,1886.639602,7.666666666666667
EDUSIF,C24 H18 O16 Zn4,0.6350464577183955,823.9111779999998,4.0
EFESEP,C108 H102 N4 O34 Zn5,1.0420240501748508,2326.876484,5.2
EFESOZ,C108 H106 Cl1 N5 O34 Zn5,1.0701163395639444,2380.367851,5.2
EFIHUZ,C42 H26 Mn4 N2 O20,1.1018130533593404,1098.411228,6.0
EFUFAP,C60 H37 N6 O16 Zn4,1.2722600354723965,1359.488915,4.75
EGAWUH,C64 H90 Cd5 Mn10 N4 O48,1.325624085028536,2794.850742,6.0
EGAXAO,C108 H150 Cd10 Cu13 N8 O68,1.3738770200090797,4598.602234,5.739130434782608
EGILUE,C21 H19 Co3 N1 O14,1.3193453630315222,686.174374,6.0
EHAFOL,C154 H84 N22 O28 Zn9,0.5173323816616479,3278.8718099999996,4.444444444444445
EHEFAB,C32 H20 Ni3 O10 S4,1.283597859973435,868.8359499999999,4.666666666666667
EHESOB,C14 H6 Ag1 Eu1 N2 O8,2.3287290626337263,590.038852,6.0
EHIJAH,C120 H72 N6 O26 Zn8,0.38515714278359164,2536.9253,4.0
EHIWIE,C48 H24 In3 N2 O24,0.6448750472027444,1357.1592300000002,8.0
EHIWOK,C84 H48 In3 N2 O24,0.3442237231682612,1813.7364539999999,8.0
EJAXIW,C38 H44 Co2 N6 O10 S2,1.0124972331012105,926.78778,6.0
EJIPUL,C138 H88 O45 Ti4 Zn5,1.1996881948277691,2984.522153,4.888888888888889
EJOQUR,C64 H44 Cu10 O48,1.0085206890114882,2216.4682040000002,5.4
EKAMUB,C71 H78 Co2 N8 O9,0.9221752097087857,1305.296595,6.0
EKOFOC,C22 H18 N4 O4 Zn1,1.1421661629174558,467.78365,4.0
EKOKUN,C54 H34 Cd1 O14 Zn2,0.7859670398895241,1150.0156240000001,5.333333333333333
EKOLAU,C54 H34 Cd1 O14 Zn2,0.7926872047303306,1150.0156240000001,3.3333333333333335
EKOMEY,C52 H36 Cd1 N14 O4,1.2795520243651477,1033.3498180000001,6.0
EKOPOK,C16 H12 Ca1 Cd1 O12,1.3324391879765427,548.751992,6.0
EKULAA,C52 H36 Cu4 N4 O14 S2,1.27428439803124,1259.176438,5.0
ELENOB,C32 H16 Co3 N8 O8,0.9702693174078522,817.319182,4.666666666666667
ELERIY,C25 H11 Cu2 N1 O9,0.7895482103759222,596.449199,6.0
ELIJOZ,C15 H13 Ce1 O10,1.6648777739045417,493.37438299999997,9.0
ELIKEQ,C15 H13 Nd1 O10,1.6961487946276563,497.50038299999994,9.0
ELIKOA,C15 H13 Eu1 O10,1.7447204605325695,505.2223829999999,9.0
ELIKUG,C15 H13 Gd1 O10,1.7667173536351917,510.508383,9.0
ELILER,C15 H13 Er1 O10,1.826615017893312,520.517383,8.0
ELILIV,C15 H13 O10 Tm1,1.8332677083113522,522.192603,8.0
ELOHOE,C84 H64 Cd3 N6 O14,1.1746103659210347,1718.684272,6.0
ELUBIZ,C38 H28 Ag1 F6 N8 P1,1.4362180214407363,849.5164729759999,4.0
ELUBOF,C38 H28 Ag1 N9 O3,1.329915196914631,766.5572099999999,4.0
ELUTIR,C82 H60 Eu6 N2 O32,0.8916662557662888,2497.135506,8.0
EMAHEI,C16 H8 Cr2 O10,1.1443677637426715,464.22161800000003,6.0
EMEJAJ,C21 H17 Cu1 F6 N4 Si1,0.9188810267310671,531.009267978,6.0
EMIHIS,C18 H18 Cd4 In16 N4 S31,1.4817079792389258,3571.1158699999996,4.0
EMIPUO,C44 H30 Cu1 N2 O27 Rh4,0.704090572989822,1493.8761310000002,5.0
EMITUQ01,C38 H20 N2 O12 S2 Zn2,0.9983820516854384,891.462806,5.0
EMITUQ,C38 H20 N2 O12 S2 Zn2,0.9745627206538664,891.462806,5.0
ENAFAB,C39 H54 N6 Ni3 O68 P2 W18,2.696834029813012,5241.995155996,5.054054054054054
ENATUJ,C36 H12 Ga3 O24,0.8665627835155131,1037.636652,4.0
ENEQAS,C48 H30 N8 O10 Zn2,1.2065683569967818,1009.561424,4.0
ENITAX,C28 H20 Cu2 O10 Si1,0.6055397431226095,671.63109,5.0
EPISOM,C57 H36 Cu4 O20,0.7175340264828948,1295.070156,6.0
EPOTAF,C33 H28 Cu2 O14,0.6032585219460954,775.660438,6.0
EPUVAP,C54 H42 N12 Ni3 O18,1.0897512637593596,1323.063408,6.0
EQETAX,C17 H11 Cu1 N3 O5,1.0537755772352555,400.83306500000003,6.0
EQOCIW,C12 H14 Co2 N8 O1,1.1946894335611522,404.15947100000005,4.0
EQOXIT,C72 H50 N12 O22 Zn6,1.244829366416742,1827.517676,5.666666666666667
EQUMUA,C18 H6 In1 O8,0.6686485238555744,465.054206,8.0
EQUNAH,C36 H12 In2 O16,0.6808398393712723,930.108412,8.0
EQUNIP,C108 H48 In9 O56,0.9124746440964483,3274.869768,6.75
EQUYOH,C46 H28 O29 Zn5,0.8634057461243863,1371.599133,5.0
ERAMER,C36 H40 O16 Zr3,0.7390856950747242,1002.3667599999999,8.0
ERAMES,C84 H62 N6 O34 Zr6,0.7268699126841562,2246.75849,8.0
EROBIZ,C192 H100 O61 Zn12,0.6271926342080696,4167.379885,5.076923076923077
EROCIZ,C224 H244 N104 O76 U4,1.5173917044465761,6561.110896,7.0
EROJUS06,C13 H12 Cd1 N2 O2,1.4761873418568994,340.661128,6.0
ESAFIQ,C56 H56 Cu4 In1 N8 O12,1.1737987328188262,1402.09462,4.717948717948718
ESEDAJ,C34 H18 O8 Zn2,1.2387602709894852,685.263338,4.0
ESUSOC01,C15 H12 Co3 N6 O7,1.4454636109305867,565.092027,5.666666666666667
ESUSOC02,C15 H12 Co3 N6 O7,1.4502265426707348,565.092027,5.666666666666667
ESUSOC,C15 H12 Co3 N6 O7,1.4464455281643205,565.092027,5.666666666666667
ESUTET01,C14 H8 Co3 N6 O6,1.5570845174125463,533.050118,5.333333333333333
ETETAB,C76 H68 Co5 O44,1.4308363079785604,1979.9960179999998,6.0
ETIKAW,C77 H58 Cd3 N7 O15,1.0527489100628131,1658.567554,6.333333333333333
ETIKIE,C81 H60 Cd3 N6 O14,1.0661329872048806,1678.620288,6.333333333333333
ETIKOK,C63 H81 N18 O18 Pb4,1.6232277285565346,2207.229785,6.25
ETOVOB,C29 H16 Ce1 O8,0.8965783818908608,632.549756,9.0
EWALUK,C54 H48 O13 Zn4,0.7931865818208254,1166.473393,4.0
EWOBAV,C180 H120 Cu12 N24,1.3174412285809136,3381.598992,2.0
EWOVET,C52 H34 N12 O8 Zn3,0.7295826936364499,1151.04415,4.666666666666667
EXAXAE,C7 H5 Cu2 I1 N1 O5,1.42405376326801,437.115083,4.5
EXEQII,C16 H8 O10 Sc2,1.0250176303949914,450.14123400000005,6.0
EXEWAG,C34 H16 N2 O8 S4 Zn2,1.067304589699417,839.5200619999998,5.0
EXOTOB,C192 H174 N48 Ni12 O60,0.8184732430858596,4818.050658,6.0
EYACOX,C64 H42 Eu4 O32,1.0732502012934213,1930.857842,8.0
EYAKIB,C28 H16 O14 S2 Ti2,1.274577388993293,736.283046,6.0
EYOCOM,C84 H74 Er4 N8 O32,1.2931719955738508,2376.560378,8.0
EYOJOT,C51 H39 N3 O16 S3 Zn4,0.8551990166317608,1307.5824280000002,4.0
EYOPUE,C22 H18 Cd1 N4 O4,1.1967724006310865,514.81765,6.0
EYOQAL,C22 H18 Co1 N4 O4,1.1422782252749346,461.33684400000004,6.0
EYOQEP,C22 H18 Cd1 N4 O4,1.1502297279428189,514.81765,6.0
EZILUV,C15 H7 Cu1 N1 O4,0.939028181437053,328.76701,5.0
EZIMAC,C15 H7 Cu1 N1 O4,0.9397403017241367,328.76701,5.0
EZINEI,C19 H9 O6 Pb1,1.7445091095862426,540.471959,6.0
EZOFEF,C48 H54 N6 Ni6 O24,1.024916172265703,1451.130672,5.0
FABFOF,C10 H6 N1 O8 Zn1,1.1373658575303178,333.53698899999995,4.0
FABGUM,C12 H16 Ag2 Cl1 N12 O4,1.4211164906433793,643.523292,4.0
FAGFUQ,C66 H50 Co3 O24,0.8420082238864113,1403.891192,6.0
FAHHEF,C24 H15 Fe3 N3 O11 S1,1.0097119423622842,720.990239,5.333333333333333
FAHHOP,C24 H15 Co3 N3 O12,1.0502703784857028,714.189426,5.333333333333333
FAHJEH,C48 H26 N12 O16 Zr3,0.5134364371371625,1300.464902,8.0
FAHPOV,C48 H28 O15 Zn4,0.4807395390456339,1106.248943,4.5
FAHQIQ,C58 H40 In2 N1 O17,1.801060653219207,1252.573148,8.0
FAJLAH,C52 H30 F12 N4 O8 Zn2,1.4202912851105913,1197.559599956,5.0
FAKLOU,C72 H24 Cd4 N24,1.8353105030591046,1674.7807360000002,2.4
FAKMIR,C44 H34 O15 Zr3,0.4837004989833598,1076.405629,8.0
FAKXOI,C48 H25 N9 O14 Pb3,1.4500878252268756,1573.366042,5.0
FALTUK,C48 H22 Cu4 N4 O20,0.666170292736529,1228.889134,5.0
FALXUN,C28 H32 N12 O14 Pb2,1.6586037381619643,1175.026938,8.0
FAMQES,C48 H30 Cu4 N4 O24,0.7137566339871169,1300.9502820000002,6.0
FANCOP,C30 H39 Cl2 N4 O15 Pr1,1.4164900183052427,907.463246,8.0
FANDEG,C30 H39 Cl2 Gd1 N4 O15,1.4235262066578342,923.805586,8.0
FANNUG,C36 H20 Cd4 N20 O16,1.1019873980709423,1438.326,6.0
FAPTIB,C18 H13 Cd1 N3 O4,1.0302565316749834,447.72828200000004,6.0
FAPTOH,C18 H13 Cd1 N3 O4,1.0254794422515197,447.72828200000004,6.0
FARBOS,C16 H6 O10 P1 Zn2,0.5912928231566512,519.947297998,5.0
FAVFUG,C51 H37 Cd2 K1 N1 O17,1.098215920990505,1199.764445,6.333333333333333
FAXDAM,C46 H36 N10 O18 Zn3,1.5340902318479566,1212.976236,4.666666666666667
FAXSOQ,C22 H16 Co2 Fe1 N10 O4,1.3469123737977018,658.139374,6.666666666666667
FAYQIH,C77 H56 N18 O12 Zn5,0.901699783355896,1752.28519,5.2
FAYQON,C83 H68 N18 O12 Zn5,0.9438714133265613,1836.4449220000001,5.2
FAZGAS,C48 H24 La2 O12,1.2562900315775807,1070.509904,6.0
FAZGEW,C48 H24 La2 O12,1.3910280971632083,1070.509904,6.0
FAZGIA,C48 H24 La2 O12,1.402922888223905,1070.509904,6.0
FAZYIS,C54 H34 N12 O10 Zn2,1.2999168539348869,1141.68444,6.0
FEBXIV,C48 H29 Cu2 O14 P1,0.3051251500428488,987.803240998,5.0
FECXAO,C27 H17 La1 O7,1.0205698745097316,592.326282,9.0
FECXOC,C72 H48 Cl3 Co12 N96 O12,0.823516563162531,3263.347824,6.0
FEFZEZ,C9 H27 Ni6 O52 P1 W9,1.5488071913327406,3004.9742889980002,6.0
FEGNIQ,C45 H31 N5 O16 Zn2,1.260758451945647,1028.5134659999999,4.0
FEHCOM,C24 H20 N4 O4 Zn2,0.9542889766961766,559.201012,4.0
FEHHEI,C8 H10 Mn1 N4,0.804078081801678,217.13018599999998,4.0
FEPGAL,C88 H46 O32 Zn5,0.817736486109174,1942.191366,5.6
FEPGEP,C88 H46 Cd5 O32,0.9464852078153044,2177.361366,6.8
FEQSIF,C37 H40 Co4 O30,0.8789089406570902,1200.429946,6.0
FERWAC,C48 H24 Ag6 Fe3 N24,1.4234257559216998,1751.611176,3.3333333333333335
FEWSIM,C92 H64 Co6 F4 N28 O8,1.266188905314551,2119.272004652,6.0
FEXCES,C26 H20 Co2 N2 O11,1.1099181298223397,654.3113089999999,6.0
FEXJUQ,C21 H11 Fe3 O15,1.6419834074361341,670.838966,6.0
FEXKAX,C21 H13 Fe3 O15,1.6658150565921752,672.854848,6.0
FIBHEF,C20 H21 Cu3 N8,1.3396506347759107,564.073185,3.0
FIDFEG,C66 H46 Cu1 N4 O6 S2,1.2246197596498392,1118.772968,6.0
FIDLUC,C64 H49 Co4 N4 O21,1.2941619786779717,1445.823562,5.75
FIDRIV,C38 H42 Dy1 Na1 O14,0.7604080916474915,908.2230812800001,7.0
FIJNAQ,C18 H16 Br6 Hg3 N3 O8 Pr1,2.686309684662949,1624.440385,4.857142857142857
FIJNEU,C18 H16 Br6 Hg3 N3 Nd1 O8,2.7089258246171686,1627.7747250000002,4.857142857142857
FIJNIY,C18 H16 Br6 Er1 Hg3 N3 O8,2.809654392511828,1650.791725,5.142857142857143
FILTAY,C62 H40 N4 O8 Zn2,0.8676987009402818,1099.765572,6.0
FIPWUY,C9 H12 N4 O3 Zn1,1.3233129995650996,289.596979,4.0
FIQDAN,C25 H19 N1 O11 Zn2,1.1229394560838601,640.179537,5.0
FISGOF,C30 H18 Cu2 O10,0.458953126785541,665.551188,6.0
FISJEZ,C28 H16 N8 O8 Zn2,1.3378242971434635,723.23664,4.0
FITGAT,C20 H26 N10 O8 Zn2,1.250771676859249,665.243536,4.0
FIVSAH,C70 H38 Cd4 N8 O20,1.3201210041774591,1760.751282,6.0
FIVYER,C90 H58 N8 Ni3 O18,1.0188400929037496,1715.550292,6.0
FIYRAJ,C40 H31 Cd2 N5 O11,1.2736965524810153,982.530741,6.5
FIZPUB,C48 H26 O22 Zn4,0.8431157835465013,1216.228896,1.0
FIZWAP,C24 H16 N2 Ni1 O4,0.9362634007114822,455.089242,6.0
FIZWET,C24 H16 N2 O4 Zn1,0.9284217535657915,461.775842,6.0
FIZXUK,C36 H24 N2 O4 Zn1,0.9930429058975675,613.96825,5.0
FIZYAQ,C20 H16 N8 Ni1 O4 S3,1.2894219760073884,587.2809,6.0
FOBNAN,C75 H60 Dy2 N2 O22,0.9738269526238021,1666.282276,8.0
FOCJAL01,C16 H14 In2 O16,1.50256959413845,691.909494,6.0
FOCJAL,C16 H14 In2 O16,1.4929596691470994,691.909494,6.0
FOCLUH,C18 H12 N2 O4 Zn1,1.3842825270557,385.67963799999995,5.0
FODCOS,C22 H18 Cu1 N4 O4,1.2822851839434393,465.94965,6.0
FOKYIP,C18 H17 Nd1 O8 S1,1.6371442056797587,537.630357,9.0
FOPPEI,C47 H31 N9 O9 S4 Zn2,1.467080375200293,1124.825123,6.0
FOQPAF,C6 H4 N6 O4 Zn1,1.1159112285284623,289.51404199999996,4.0
FORKUU,C48 H24 F6 I1 N8 O8 Si1 Zn1,0.6568223918642513,1175.115356978,6.0
FORTIR,C143 H159 Cd2 N11 O33 Zn7,0.9781578557841974,3242.340537,5.444444444444445
FOTNIN,C48 H76 N6 O47 Zr6,0.31532517232658774,2036.475289,8.0
FOVBAW,C41 H27 N8 O8 Zn2,1.1168516250608596,890.4636109999999,5.0
FUDGOC,C16 H6 In1 O9,0.7887894052709934,457.03213099999994,8.0
FUDHAP,C24 H26 Co2 N2 O12,1.139550448046209,652.3368800000001,6.0
FUDHET,C36 H32 Co4 O24 S2,1.1304881200191599,1148.488848,6.0
FULYIW,C40 H28 Cd2 N8 O8,1.3743170366217514,973.528812,7.0
FUMMUY,C50 H40 Cd2 N4 O11,0.7286964272083202,1097.7029069999999,6.5
FUNBEW,C44 H24 Br2 N2 O8 Zn2,0.6687304455162305,999.2387899999999,5.0
FUNBIA,C44 H26 N4 O8 Zn2,0.9949478688935905,869.461078,5.0
FUNGAZ,C18 H12 Cu3 O15,0.9566838678524939,658.917687,5.0
FUNGED,C18 H6 Cu3 O12,0.887234247269675,604.8718259999999,4.0
FURHOS,C36 H32 Cu4 N18 O14,1.0026861772681064,1194.937076,5.5
FUVKEP,C72 H54 Co6 N8 O18,0.7651622468334067,1672.844172,6.0
FUVWAX,C58 H46 Cd2 N6 O12,0.860061373754862,1243.849284,7.0
FUWFIO,C30 H25 Cd3 N25 O3,1.1051068061202767,1120.928515,6.0
FUWYII03,C36 H32 Cu2 N4 O8,1.421707655148911,775.754804,6.0
FUXXIH,C70 H70 N2 Ni6 O32,0.9571045602863661,1803.462436,6.0
FUYCIN,C18 H11 N1 O7 V1,0.4774680884756145,404.22470899999996,6.0
FUYKER,C26 H18 Cl2 Mn2 N10 O5,1.3008985724721174,731.2681210000001,6.0
GACYAN,C40 H26 N4 O8 Zn2,0.6732744091186592,821.4181179999999,5.0
GADMUW,C54 H34 N4 O12 Zn3,0.9480043515099893,1127.009626,5.333333333333333
GAHPEN,C56 H38 Cd3 N2 O12,1.415586385710353,1268.151464,6.0
GAHQIT,C42 H22 N9 O22 S5 Zn6,0.8465901552232112,1557.2770189999999,4.333333333333333
GAJVEU,C39 H33 N2 O20 Zn3,1.1810118159835943,1045.822419,2.6666666666666665
