,index,Price,Supply risk,Radioactive,Toxicity
0,ABADUG,0.39550738688043713,1.7105056338182503,0.0,0.0
1,ABEDEU,8505.050603288168,1.37944902149281,0.0,0.0
2,ABELOM01,0.9478417143844333,1.1964942864959536,0.0,0.0
3,ABEXEN,40.34324671763879,1.5499394333739798,0.0,0.0
4,ACEMEE,1.8373878057186577,1.4123772326734978,0.0,0.0
5,ACENIF,0.8868794201016819,1.6518751718865192,0.0,0.0
6,ACIBOE,0.7424737930835096,1.446498070307408,0.0,0.0
7,ACIPIP,76.77665781973514,1.8132887117737964,0.0,0.0
8,ACODON,174.80201139729306,0.9150827687749762,0.0,0.0
9,ACOLUB,0.5537884105066259,1.4586807204908256,0.0,0.0
10,ACUFEK,1.2800736965059847,1.1981821208216423,0.0,0.0
11,ACURUO,0.579207991013706,1.3848004607080409,0.0,0.0
12,ADABAK01,1.7417454842748648,0.9745322891781877,0.0,0.0
13,ADASIJ,1.5964728334923541,1.0936133670506534,0.0,0.0
14,ADATAC,0.46093587513256046,1.490148582395915,0.0,0.0
15,ADATIK,1.725099558912783,0.921917368326356,0.0,0.0
16,ADEGEY,0.554103001344292,1.443658624197732,0.0,0.0
17,ADIPAI,1.6549310851907395,1.3828983444928782,0.0,0.0
18,ADUJER,2.239765757731056,1.132174198581464,0.0,0.0
19,ADUWON,1.6906171662144511,1.2423975007748547,0.0,0.0
20,AFADAN,0.009667858344475951,0.7885237321555386,0.0,0.0
21,AFITIT,0.4291065884882691,1.7180025484718198,0.0,0.0
22,AFUKAP,0.2698022917982012,1.2665905630397947,0.0,0.0
23,AGOFEJ,1.2595930456926936,1.263322957130282,0.0,0.0
24,AGOVID,51.82138159232418,1.8265556717236149,0.0,0.0
25,AHAFAR,7.268491281055852,1.3061035003436965,0.0,0.0
26,AHEQAH,11.88354098173107,1.0912179322869873,0.0,0.0
27,AHUJEV,0.5919554358920016,0.8861555960960719,0.0,0.2870782909272559
28,AJAKON,0.667918622600844,1.499451019873216,0.0,0.0
29,AKAYIV,0.8181707746569363,1.094416132397562,0.0,0.0
30,AKEKIN,7.8073857928693275,1.0970715455725542,0.0,0.0
31,AKOJAO,37.65115704284525,0.7873851145204047,0.3340061092569226,0.0
32,ALAHUS,221.167250470275,0.7281967075630925,0.0,0.0
33,ALAJOP01,0.34633095451194656,1.7425304803914068,0.0,0.0
34,ALECAY,35.192422599294744,0.9869867828872841,0.31548563513487,0.0
35,ALEJEI,1.4600141093403824,1.0001366215323346,0.0,0.0
36,ALEJIM,0.5673633725323534,1.3968934644301045,0.0,0.0
37,ALICII,4.393240137987801,0.8774945322450991,0.0,0.0
38,ALIXID,10.715847646065537,1.3651623438785236,0.0,0.0
39,ALUDIX,0.7647308739054665,1.4898596337181929,0.0,0.0
40,AMILUE,0.5082255497084646,1.561417997930013,0.0,0.0
41,ANUGIA,1.4917512752191986,1.2465415553288766,0.0,0.0
42,ANUGUM,0.5734307324814553,1.669664380097407,0.0,0.0
43,APAZEY,165.89352103605563,1.028901689703426,0.0,0.0
44,APAZIC,1.1197253261312767,1.0626508056179933,0.0,0.0
45,APUZUJ,5.553710716499614,1.3900675076366387,0.0,0.0
46,AQUCOG,7.577686577781805,0.9333480775399416,0.0,0.0
47,AQUDIB,7.577686577781805,0.9333480775399416,0.0,0.0
48,ARADEE,0.804470071982659,1.3825689219566921,0.0,0.0
49,ARAJEK,1.17317959424226,1.3337079063088386,0.0,0.0
50,ARAJIO,7.59364170231117,1.4836691640881945,0.0,0.0
51,ARAJOU,3.118065573012434,1.3377260022181137,0.0,0.0
52,ARAKAH,0.45639807114219294,1.6513735752119674,0.0,0.0
53,ARAZOL,0.31336475703502614,1.5963204635424213,0.0,0.0
54,AROFAP,0.6409709218438558,1.422452377805553,0.0,0.0
55,AROHOH,0.677955230170714,1.6474057787604621,0.0,0.0
56,AROQAB,1.3548451674819637,1.5486317575250765,0.0,0.0
57,ASINEX,0.32752841613662104,1.647927339087144,0.0,0.0
58,ASINIB,0.8408501936378104,1.420236480401329,0.0,0.0
59,ATAJAI,0.4037663182448553,1.633838493179033,0.0,0.0
60,ATEYOP,7.261410306012351,1.0342672755447515,0.0,0.0
61,ATEYUV,15.019259267512162,1.0215987945987517,0.0,0.0
62,ATEZAC,7.2944992554143315,1.0582068176606418,0.0,0.0
63,ATOBIW,0.3509419553824555,1.4952252468528715,0.0,0.0
64,ATURIS,38.237682539630605,1.6711746449450877,0.0,0.0
65,AVAJUE02,0.9900649800429031,1.4237537794742245,0.0,0.0
66,AVAKAL02,0.9900649800429031,1.4237537794742245,0.0,0.0
67,AVAKEP02,0.8492635352511939,1.4770813105441403,0.0,0.0
68,AVEBUB,0.538596256606228,1.4628561920547452,0.0,0.0
69,AVEQID,0.6221244115938679,1.5317194706084805,0.0,0.0
70,AVESOL,0.629492111491273,1.5902935536672655,0.0,0.0
71,AVIHIY,24.143620877914113,0.5542529809259044,0.0,0.0
72,AVIHOE,1286.0843611084647,0.5486215242597935,0.0,0.0
73,AVUDAX,0.8227425273499245,0.9353198938751056,0.0,0.0
74,AVUJAF,4.983080481970212,1.599053786322579,0.0,0.0
75,AVUJUZ,4.975081483878926,1.5574594252129252,0.0,0.0
76,AVUKEK,4.967108125119058,1.5159983872516822,0.0,0.0
77,AVUPEP,0.01893253966559983,1.0294425303843078,0.0,0.0
78,AVUYEY,8.43678611168124,1.3174893854271654,0.0,0.0
79,AWASEY,11.953480780161042,0.5385988516489353,0.0,0.0
80,AWATAV,5.593561678409162,1.0051288782033596,0.0,0.0
81,AWEXUX,0.38894327117988087,1.557201751322606,0.0,0.0
82,AXINAX01,9.12083995105841,1.4047978539166708,0.0,0.0
83,AXINIF,8.47744274567573,1.523344696436359,0.0,0.0
84,AXOYUK,7.439281476793261,1.0111699440898663,0.0,0.0
85,AXUKUB,0.9100242262848477,1.355717162088335,0.0,0.0
86,AXULAI,0.9100242262848477,1.355717162088335,0.0,0.0
87,AXUVIB,0.40494726907921,1.6212765288123874,0.0,0.0
88,AYOQEM,1.5989846486788735,1.1354697090073875,0.0,0.0
89,AZEKIC,2.077255395902871,1.69750851943418,0.0,0.0
90,AZEKOI,245.90528073042853,0.7908180660626333,0.0,0.0
91,AZUHUB,0.5098462320456436,1.2564272779143633,0.0,0.0
92,AZUJAJ,1.2527543439293876,1.3257060588915146,0.0,0.0
93,AZUJIR,4.662909709866225,1.4282941710266797,0.0,0.0
94,AZUJOX,0.717272040608008,1.295151367442798,0.0,0.0
95,BADXUC,162.80017401344477,0.8975255028664597,0.0,0.0
96,BADZAK,0.6579399483286684,1.5917258086575377,0.0,0.0
97,BAGHEA,0.34318338694260725,1.5062565059407917,0.0,0.0
98,BAHCIZ,0.9879585313444033,1.4082908457121373,0.0,0.0
99,BAKSIS,1.1396263465834304,1.2574228828011143,0.0,0.0
100,BALWUK,3.3334266387218436,1.3026785103127043,0.0,0.0
101,BARLEO,9.597146710051366,0.9434386740326934,0.0,0.0
102,BASMAM,190.40118509483494,0.7872684432043301,0.0,0.0
103,BAXREY,7.28285403850746,0.9623276238162269,0.0,0.0
104,BAYQOK,0.537918731294875,1.5317115250495212,0.0,0.0
105,BAYQUQ,0.5458885373959023,1.3754094419607166,0.0,0.0
106,BAZFUF01,1.2868764580137113,1.3337559009267412,0.0,0.0
107,BAZFUF,1.2868764580137113,1.3337559009267412,0.0,0.0
108,BAZGAM,0.9131286714143052,1.4964778953988647,0.0,0.0
109,BAZTUU,1.9686087089969737,1.1479017219347376,0.0,0.0
110,BEBWOX,7.787031790280191,1.3992820635392116,0.0,0.0
111,BECKEC,1.8973532906815738,1.1337024882720175,0.0,0.0
112,BEDHOJ,3.2984978397800795,1.1629213522371877,0.0,0.0
113,BEDTAI,9.8516419034157,1.3323476486284154,0.0,0.0
114,BEDYEQ,7.900819483303789,1.1096212078124659,0.0,0.0
115,BEFVIV,39.48829606289218,0.8216686347342347,0.35399637886949514,0.0
116,BEGZEW,1.031400197624761,1.2760842189870516,0.0,0.0
117,BELQAN,0.25753794251436296,1.140768362833346,0.0,0.0
118,BEPYIG,1.6984373964906778,1.206093015310645,0.0,0.0
119,BEQJOZ,20.334199868965502,0.6224026876005717,0.0,0.0
120,BEQJUF,228.7585612999955,0.6305786956616838,0.0,0.0
121,BEQKAM,0.9637166690504569,1.594543751663256,0.0,0.0
122,BETDUB,8.623836391185097,0.8248661966219066,0.0,0.0
123,BETHIT,0.8601355332945917,1.1337642374486958,0.0,0.0
124,BETYEH,0.5044600037901671,1.6992086230046517,0.0,0.0
125,BETZOR,0.3390376609654215,1.1553967568611023,0.0,0.0
126,BEXSII,1.5234960250076264,1.0691168269557276,0.0,0.0
127,BICPUA,5.513413636931773,0.9846123206001427,0.0,0.0
128,BIDPAH,40.55955565959676,1.6440106234234269,0.0,0.0
129,BIGWOG,0.7213550539359123,1.4715469036989568,0.0,0.0
130,BIHBAX,153.10078623700878,1.6748420712482377,0.0,0.0
131,BIHRUI,1.3550309865902697,1.3136937970861704,0.0,0.0
132,BIJDUV,0.9098248299516949,1.31373546550117,0.0,0.0
133,BIJZIG,0.35553909168706127,1.7431855769972397,0.0,0.0
134,BIPLAQ,10.206553836915345,1.1516285006098141,0.0,0.0
135,BIPXIK,13.040213857430532,1.3202945734388383,0.0,0.0
136,BIXVIQ,1.9317474457871078,1.0323528936576867,0.0,0.0
137,BOGNES,3.311098433656499,1.6069239271084885,0.0,0.0
138,BOGXIF02,2.549152866204611,1.1063604781885867,0.0,0.0
139,BOGXIF,2.549152866204611,1.1063604781885867,0.0,0.0
140,BOLZOU,8.768959278551376,1.4381505332924112,0.0,0.0
141,BOMWAE,0.2723355118471405,1.260440706677636,0.0,0.0
142,BONMAT,2.8427136601890046,1.2195933315223753,0.0,0.0
143,BORKOL,0.006521058069361691,0.8273477386542362,0.0,0.0
144,BORKUR,3.752431600042227,0.968652183745571,0.0,0.0
145,BOWDIC,9.172509581449285,1.2964657151066903,0.0,0.0
146,BOWNEJ,0.5634212788219161,1.4679364418789267,0.0,0.0
147,BOWSIQ,0.8763899256878431,1.2602844198540701,0.0,0.0
148,BOWZUK,0.35488170996522517,1.603191582756412,0.0,0.0
149,BOXFAW,0.3506650553716803,1.5756785874060824,0.0,0.0
150,BOXFIE,0.5020775077352088,1.42909932452141,0.0,0.24349054691329236
151,BOXFOK,33.0484959291873,1.5730524447741672,0.0,0.0
152,BOZFAZ,0.4033554784239663,1.397054290056868,0.0,0.0
153,BOZFON,0.4990771261833428,1.5572741074156822,0.0,0.0
154,BUFNEW,0.34718562371151085,1.5600441069259534,0.0,0.0
155,BUFNOG,0.35512589039652054,1.5652465987887776,0.0,0.0
156,BUFNUM01,0.5622485033472934,1.5235258148975501,0.0,0.11802416422238333
157,BUFNUM02,0.3205685250995151,1.5239641907657064,0.0,0.06729201060674468
158,BUFNUM,0.39898164666068753,1.5484941309915647,0.0,0.06524890980282438
159,BUFPAU01,0.35865439651840736,1.4780018551256604,0.0,0.1310171918144446
160,BUJLOK,0.6586513398404545,1.0929006553655793,0.0,0.0
161,BUJMAX,0.2875616862929485,1.2023184357476768,0.0,0.0
162,BUKRUW01,1.2307176311507235,1.7652793302035565,0.0,0.0
163,BUKRUW02,1.2307176311507235,1.7652793302035565,0.0,0.0
164,BUKRUW03,1.2307176311507235,1.7652793302035565,0.0,0.0
165,BUKRUW,1.2307176311507235,1.7652793302035565,0.0,0.0
166,BUKSIL,6.025635933747596,1.654029070134011,0.0,0.0
167,BUKTAE,1.2307176311507235,1.7652793302035565,0.0,0.0
168,BUKTEI,1.2307176311507235,1.7652793302035565,0.0,0.0
169,BUKTIM,1.2307176311507235,1.7652793302035565,0.0,0.0
170,BUKTOS,1.2307176311507235,1.7652793302035565,0.0,0.0
171,BUPVIT,2.1837031078123155,0.47690949182825737,0.0,0.0
172,BUSMUY,6.083154080701326,1.3794249984067863,0.0,0.0
173,BUTPIR,0.5191072125387711,1.6448654493845338,0.0,0.0
174,BUWGAC01,1.5549414556481527,1.065163606422348,0.0,0.0
175,BUWGAC02,1.5549414556481527,1.065163606422348,0.0,0.0
176,BUWGAC03,1.5549414556481527,1.065163606422348,0.0,0.0
177,BUWGAC04,1.5549414556481527,1.065163606422348,0.0,0.0
178,BUWGAC05,1.5549414556481527,1.065163606422348,0.0,0.0
179,BUWGAC06,1.5549414556481527,1.065163606422348,0.0,0.0
180,BUWGAC07,1.5549414556481527,1.065163606422348,0.0,0.0
181,BUWGAC08,1.5549414556481527,1.065163606422348,0.0,0.0
182,BUWGAC09,1.5549414556481527,1.065163606422348,0.0,0.0
183,BUWGAC10,1.5549414556481527,1.065163606422348,0.0,0.0
184,BUWGAC11,1.5549414556481527,1.065163606422348,0.0,0.0
185,BUWGAC12,1.5549414556481527,1.065163606422348,0.0,0.0
186,BUWGAC13,1.5549414556481527,1.065163606422348,0.0,0.0
187,BUWGAC14,1.5549414556481527,1.065163606422348,0.0,0.0
188,BUWGAC15,1.5549414556481527,1.065163606422348,0.0,0.0
189,BUWGAC16,1.5549414556481527,1.065163606422348,0.0,0.0
190,BUWGAC17,1.5549414556481527,1.065163606422348,0.0,0.0
191,BUWGAC18,1.5549414556481527,1.065163606422348,0.0,0.0
192,BUWGAC19,1.5549414556481527,1.065163606422348,0.0,0.0
193,BUWGAC20,1.5549414556481527,1.065163606422348,0.0,0.0
194,BUWGAC21,1.5549414556481527,1.065163606422348,0.0,0.0
195,BUWGAC22,1.5549414556481527,1.065163606422348,0.0,0.0
196,BUWGAC23,1.5549414556481527,1.065163606422348,0.0,0.0
197,BUWGAC24,1.5549414556481527,1.065163606422348,0.0,0.0
198,BUWGAC,1.5549414556481527,1.065163606422348,0.0,0.0
199,BUXNOZ,1.7560428914995343,0.9737163032644431,0.0,0.0
200,CACKEZ,0.3236138775897367,1.4203645254360362,0.0,0.0
201,CAJQEL,1.6319143827540807,1.0769292197034113,0.0,0.0
202,CAPYIF,8.821405398173988,1.2999776565216812,0.0,0.0
203,CAPYOL,4.900874495551111,1.1720172246004255,0.0,0.0
204,CARDUY,35.53726557110074,1.1119713001310452,0.0,0.0
205,CARGUA,2.786210934240172,1.1420914709290775,0.0,0.0
206,CATXAA,111.48746783950496,1.6502118413448577,0.0,0.0
207,CATZIJ01,0.016632624673526608,1.0551174567959243,0.0,0.0
208,CAVWOO,128.27881687847398,1.3961516096959952,0.0,0.0
209,CAWDOU02,0.9028352846189085,1.2076665788985,0.0,0.0
210,CAXZOS,5.8474969883004215,1.4406651922413438,0.0,0.0
211,CAYDOX,1.7609637072609317,0.7642776841934481,0.0,0.0
212,CAZNIC,0.5137754357384835,1.4414690874378886,0.0,0.0
213,CEBSOV,2.7240042646002056,1.2728074769638396,0.0,0.0
214,CECVAI,1.7055633484473354,0.9400175482655317,0.0,0.0
215,CEFNEJ,1.2149724238237658,1.3812193252880218,0.0,0.0
216,CEFNIN,0.9608718392174356,1.4782472405994036,0.0,0.0
217,CEFNOT,0.8763285769084153,1.5241541749043834,0.0,0.0
218,CEHLAD,0.5975418779133421,1.3944314070752635,0.0,0.0
219,CELZUQ,0.28912839904229026,0.9234405197952084,0.0,0.0
220,CEMJOV,77.57318436350802,1.722751471830611,0.0,0.0
221,CEMLIS,0.23670322618049228,1.0584013584396565,0.0,0.0
222,CENQAP,0.36143929529214874,1.7372893560857214,0.0,0.0
223,CESPAU,0.47653168222289166,1.384687517165126,0.0,0.0
224,CETKUK,0.82221791395293,1.4211728759604738,0.0,0.0
225,CETTUT,0.36389334248587746,1.6906499622304594,0.0,0.0
226,CEZCOC,2.3635046095575456,0.7421162425456028,0.0,0.0
227,CIBCUO,4.959805660426468,1.084956893959599,0.0,0.0
228,CIBTIT,0.5727288428952425,0.9433053270734904,0.0,0.0
229,CICDEA,0.5317215463414205,1.5140651798605,0.0,0.0
230,CIDKUX,0.9313850218585781,0.778286670870794,0.0,0.0
231,CIFMIP,13.120620820077676,1.2255096281517768,0.0,0.0
232,CIJBEE,16.030539270130824,1.245799448851015,0.0,0.0
233,CIJBIJ,169.11536714787218,0.8546463553034209,0.0,0.0
234,CIJLIT,0.587447384983158,1.4652086708614214,0.0,0.0
235,CILKOZ,0.6911260454814034,1.4352479768240725,0.0,0.0
236,CIRBUD,0.3515939324630442,1.5431709936190314,0.0,0.0
237,CIRRED,9.505577736777326,1.434680377337477,0.0,0.0
238,CITMAW,2.9114217034914494,1.0038735555815077,0.0,0.0
239,CIWZEP,5.9481931034613265,1.069107378427841,0.0,0.0
240,CIWZIT,7.693297468253896,1.0374539844369712,0.0,0.0
241,COBWEV,0.6043791549723813,1.0191244055663684,0.0,0.0
242,COCDAC,0.17044638216344535,0.9582507177493244,0.0,0.0
243,COCDEG,0.1456677800128596,0.9926527761384394,0.0,0.0
244,CODSUL,0.49905060183247735,1.4715359739220646,0.0,0.0
245,COGNAO,0.5185559703745294,1.533841249930627,0.0,0.0
246,COHFEN,22.32306748396712,0.8253335146320413,0.0,0.0
247,COJMOF01,0.47255354867720334,1.7098285301802911,0.0,0.0
248,COJMOF,0.47255354867720334,1.7098285301802911,0.0,0.0
249,COKRUR,33.54248163413001,1.7851277480092693,0.0,0.0
250,CONBIT,6.566490271458961,1.4375155562909152,0.0,0.0
251,COQTEJ,0.227814403438428,1.1296031406720382,0.0,0.0
252,CORZOA,57.89487754489742,1.6121751405165305,0.0,0.0
253,COTVOZ,0.19165457998755533,1.496485040254849,0.0,0.0
254,COTYIV,1.9178163299796371,0.8516088992542035,0.0,0.0
