Name,N2 Henrys,N2 Henrys err,methane Henrys,methane Henrys err,helium Henrys,helium Henrys err,N2 adsorb,N2 adsorb err,methane adsorb,methane adsorb err,helium adsorb,helium adsorb err
xugpex_P1,3.67344e-07,1.00486e-14,3.6739e-07,1.00486e-14,3.67303e-07,1.00486e-14,-0.0002822667,,-0.0005939871,0.0000000000,-0.0000036474,0.0000000000
yajqin_P1_H,3.56384e-07,1.00486e-14,3.56426e-07,0,3.56347e-07,1.00486e-14,-0.0002616982,,-0.0005507039,0.0000000000,-0.0000033818,0.0000000000
xudyec_P1,2.95595e-07,7.10543e-15,2.95624e-07,7.10543e-15,2.95568e-07,1.00486e-14,-0.0002243406,,-0.0004720908,0.0000000000,-0.0000028992,0.0000000000
yaprue_P1_charged_H,3.4842e-07,1.42109e-14,3.48486e-07,0,3.48362e-07,1.00486e-14,-0.0004239107,,-0.0008920553,0.0000000000,-0.0000054777,0.0000000000
xukmic03_P1_charged_H,4.67891e-07,1.00486e-14,4.67964e-07,1.00486e-14,4.67825e-07,0,-0.0003514529,,-0.0007395787,0.0000000000,-0.0000045416,0.0000000000
yajxit_P1,2.42215e-07,0,2.42247e-07,7.10543e-15,2.42187e-07,7.10543e-15,-0.0002926842,,-0.0006159090,0.0000000000,-0.0000037821,0.0000000000
xumnea_P1,3.31378e-07,0,3.3142e-07,7.10543e-15,3.31341e-07,1.2307e-14,-0.0002821019,,-0.0005936401,0.0000000000,-0.0000036450,0.0000000000
xivvuw_P1,3.3705e-07,0,3.37071e-07,1.2307e-14,3.37031e-07,0,-0.0001388081,,-0.0002920994,0.0000000000,-0.0000017940,0.0000000000
xisxee_P1_H,5.74929e-07,0,5.75005e-07,2.46139e-14,5.74861e-07,1.42109e-14,-0.0002978388,,-0.0006267561,0.0000000000,-0.0000038486,0.0000000000
xighih_P1,3.06102e-07,7.10543e-15,3.06151e-07,7.10543e-15,3.06058e-07,7.10543e-15,-0.0003589535,,-0.0007553630,0.0000000000,-0.0000046383,0.0000000000
xikviz_P1,2.2357e-07,5.0243e-15,2.2358e-07,5.0243e-15,2.23561e-07,8.70234e-15,-0.0001027571,,-0.0002162363,0.0000000000,-0.0000013278,0.0000000000
xomcot_P1,3.57895e-07,1.42109e-14,3.57917e-07,0,3.57875e-07,1.00486e-14,-0.0001381474,,-0.0002907094,0.0000000000,-0.0000017847,0.0000000000
nettoy_P1_charged_H,5.04242e-07,1.42109e-14,5.04349e-07,0,5.04147e-07,1.42109e-14,-0.0004758743,,-0.0010014049,0.0000000000,-0.0000061492,0.0000000000
nibxut_P1_H,1.84241e-07,5.0243e-15,1.84269e-07,5.0243e-15,1.84216e-07,0,-0.0003426172,,-0.0007209856,0.0000000000,-0.0000044273,0.0000000000
nehzuy_P1_H,6.94614e-07,2.00972e-14,6.94679e-07,0,6.94556e-07,2.00972e-14,-0.0002097416,,-0.0004413692,0.0000000000,-0.0000027103,0.0000000000
nayzuk_P1,3.03174e-07,7.10543e-15,3.03193e-07,0,3.03158e-07,7.10543e-15,-0.0001385945,,-0.0002916523,0.0000000000,-0.0000017906,0.0000000000
nikjun_P1_H,2.73937e-07,0,2.73952e-07,0,2.73923e-07,7.10543e-15,-0.0001239701,,-0.0002608767,0.0000000000,-0.0000016019,0.0000000000
nobxio_P1,4.0536e-07,0,4.05383e-07,1.00486e-14,4.0534e-07,1.00486e-14,-0.0001245415,,-0.0002620781,0.0000000000,-0.0000016094,0.0000000000
nifsih_P1,4.25781e-07,0,4.25819e-07,1.42109e-14,4.25747e-07,1.42109e-14,-0.0001995167,,-0.0004198526,0.0000000000,-0.0000025779,0.0000000000
niwyez_P1_H,4.15309e-07,1.00486e-14,4.15323e-07,0,4.15297e-07,1.42109e-14,-0.0000730491,,-0.0001537206,0.0000000000,-0.0000009442,0.0000000000
nimpoq_P1_H,6.93765e-07,2.00972e-14,6.93794e-07,0,6.9374e-07,2.00972e-14,-0.0000933098,,-0.0001963566,0.0000000000,-0.0000012058,0.0000000000
nirpiq_P1,3.80693e-07,0,3.80735e-07,1.00486e-14,3.80656e-07,1.42109e-14,-0.0002451698,,-0.0005159221,0.0000000000,-0.0000031681,0.0000000000
negzuw_P1_H,2.28517e-07,5.0243e-15,2.28542e-07,5.0243e-15,2.28494e-07,7.10543e-15,-0.0002477724,,-0.0005213994,0.0000000000,-0.0000032017,0.0000000000
neybez_P1,2.62614e-07,7.10543e-15,2.62655e-07,7.10543e-15,2.62578e-07,7.10543e-15,-0.0003470408,,-0.0007302940,0.0000000000,-0.0000044843,0.0000000000
nettue_P1_charged_H,4.87005e-07,2.46139e-14,4.87111e-07,0,4.8691e-07,1.42109e-14,-0.0004874541,,-0.0010257727,0.0000000000,-0.0000062988,0.0000000000
nenfeu_P1_H,4.64892e-07,1.00486e-14,4.64948e-07,1.00486e-14,4.64842e-07,0,-0.0002689778,,-0.0005660228,0.0000000000,-0.0000034756,0.0000000000
nifnuo_P1,4.06718e-07,1.00486e-14,4.06756e-07,1.00486e-14,4.06684e-07,0,-0.0002088690,,-0.0004395329,0.0000000000,-0.0000026990,0.0000000000
napjun_P1_H,4.24389e-07,1.42109e-14,4.24424e-07,1.42109e-14,4.24357e-07,1.00486e-14,-0.0001871965,,-0.0003939267,0.0000000000,-0.0000024192,0.0000000000
nigpaw_P1,4.8315e-07,1.42109e-14,4.83247e-07,1.42109e-14,4.83062e-07,0,-0.0004531393,,-0.0009535626,0.0000000000,-0.0000058555,0.0000000000
nibhuc_P1_H,8.64428e-07,2.00972e-14,8.64455e-07,0,8.64405e-07,2.00972e-14,-0.0000687700,,-0.0001447159,0.0000000000,-0.0000008886,0.0000000000
ninvai_P1_charged_H,4.5578e-07,1.00486e-14,4.55862e-07,1.00486e-14,4.55707e-07,1.42109e-14,-0.0004040409,,-0.0008502425,0.0000000000,-0.0000052210,0.0000000000
nihgap_P1_H,5.97078e-07,0,5.97128e-07,2.00972e-14,5.97035e-07,2.00972e-14,-0.0001844983,,-0.0003882486,0.0000000000,-0.0000023842,0.0000000000
