,Name,N2 Henrys,N2 Henrys err,methane Henrys,methane Henrys err,helium Henrys,helium Henrys err,N2 adsorb,N2 adsorb err,methane adsorb,methane adsorb err,helium adsorb,helium adsorb err
448,gufxud_P1,2.96579e-06,2.65423e-08,1.47166e-05,2.35234e-07,1.57876e-07,3.9124e-10,-12.036060185,,-16.480439811,0.0182951693,-1.8949396422,0.0054611787
449,hadmil_P1,2.79395e-06,3.53769e-08,1.57308e-05,3.73481e-07,6.63243e-08,5.41784e-10,-16.8001912471,,-21.2191485265,0.0259254275,-2.7724597386,0.0099847183
450,gugjez_P1_H,3.51242e-06,2.6498e-08,1.03319e-05,1.12297e-07,5.13386e-07,1.2066e-09,-8.1875308888,,-11.7631212067,0.0496719923,-1.1285872555,0.0059103759
451,hexvem_P1_H,3.48297e-06,1.94603e-08,6.14225e-06,4.19715e-08,1.41811e-06,1.28487e-09,-4.2896394365,,-6.638117732,0.038890754,-0.4586228649,0.0035495539
452,hadloq_P1,4.40973e-06,2.64137e-08,1.44803e-05,4.1696e-08,4.27613e-07,1.39162e-09,-9.2127752937,,-12.7538192094,0.0211745177,-1.4020275368,0.004425531
453,hedcie_P1,5.51883e-06,8.04967e-08,3.80214e-05,5.71315e-07,1.57532e-07,3.9226e-10,-14.3509068094,,-20.3870003529,0.0548205812,-2.1092895118,0.0057203497
454,hehkud_P1_charged_H,3.01507e-06,3.44156e-08,1.57709e-05,2.11554e-07,1.35316e-07,5.15058e-10,-12.6112471053,,-17.3637631456,0.044666111,-1.9728326234,0.0079610526
455,agofej_P1_charged_H,3.6595e-06,3.28442e-08,1.35994e-05,1.33781e-07,4.75404e-07,7.04829e-10,-9.3458121528,,-14.5725535998,0.0250958831,-1.0949002143,0.0091804393
456,alajop01_P1_H,6.90316e-06,4.35754e-08,2.87187e-05,5.13775e-07,5.65503e-07,1.75532e-09,-10.5031576806,,-15.3974675634,0.0909747637,-1.4143114779,0.0051478152
457,acemee_P1_charged,2.47929e-06,2.1819e-08,7.82417e-06,4.99359e-08,2.96153e-07,8.68408e-10,-8.9037099992,,-12.5017657232,0.0306333869,-1.2512198316,0.0050783466
458,asinib_P1,4.20246e-06,3.40334e-08,1.52763e-05,2.31067e-07,4.11294e-07,1.03121e-09,-9.8114442349,,-14.097584416,0.0649187819,-1.3388217109,0.0018276351
459,aroqab_P1_charged,4.41014e-06,6.84184e-08,5.11807e-05,1.12755e-06,5.75257e-08,6.33855e-10,-18.29052297,,-24.766585017,0.0390430708,-2.7791822701,0.010583526
460,anugum_P1,5.22597e-06,4.72049e-08,1.75356e-05,8.05876e-08,4.88134e-07,1.71506e-09,-9.4383660368,,-13.1040018351,0.0343428084,-1.3850927331,0.0087677331
461,acufek_P1_H,3.12632e-06,1.21027e-08,8.20195e-06,9.27617e-08,5.45343e-07,1.6818e-09,-7.3777165395,,-10.7221761163,0.059923709,-1.0306155945,0.0089265852
462,acolub_P1,4.70114e-06,1.83938e-08,2.49157e-05,4.35385e-07,1.99106e-07,5.17919e-10,-12.980315884,,-17.8121091985,0.0775431931,-2.021547743,0.0029820566
463,adasij_P1_H,3.78696e-06,2.94698e-08,1.19853e-05,4.7601e-08,4.6987e-07,7.62903e-10,-8.9133893725,,-12.6335572896,0.0409604835,-1.2137689541,0.0046345789
464,abadug_P1,1.02021e-05,2.08868e-07,7.82542e-05,2.28476e-06,2.0208e-07,7.84474e-10,-16.699542848,,-23.2423121369,0.1328180749,-2.4591859089,0.0048945009
465,adabak01_P1_H,1.04625e-06,3.4638e-08,5.0553e-06,2.51159e-07,3.09329e-08,4.42108e-10,-20.2959318103,,-23.8707452556,0.1165203208,-3.2337932833,0.0124526279
466,arofap_P1_H,1.00039e-05,7.27707e-08,8.30189e-05,7.93977e-07,1.64603e-07,4.48152e-10,-16.2517887451,,-22.0244318303,0.0242894826,-2.5759045686,0.005979715
467,akojao_P1,2.81939e-06,1.87079e-08,1.439e-05,9.87026e-08,1.11829e-07,2.14311e-10,-12.5411731031,,-16.8918649953,0.0200323944,-2.0718861779,0.0025604298
468,afukap_P1,4.88757e-06,2.72285e-08,2.52385e-05,2.75621e-07,2.22461e-07,7.14989e-10,-12.7207843158,,-17.4677366322,0.0743791916,-1.9842270721,0.0091156075
469,ahafar_P1,1.28993e-07,4.63887e-09,2.75559e-07,4.29888e-08,3.63207e-08,8.26069e-10,-16.2195210182,,-19.1670162487,0.3106719524,-3.1929614978,0.0246177652
470,adujer_P1,4.94594e-06,4.13356e-08,1.64551e-05,1.59378e-07,6.70624e-07,1.76636e-09,-9.2922311434,,-14.2104402514,0.0576332952,-1.0570054198,0.0055254132
471,arajio_P1,2.27511e-05,3.30696e-07,0.000237239,2.5986e-06,1.75624e-07,4.43107e-10,-18.2884381242,,-24.3824384645,0.010131062,-3.0147355657,0.0070699185
472,acenif_P1,1.80701e-06,2.57743e-08,9.18568e-06,8.25185e-08,1.04409e-07,6.08855e-10,-11.9664572303,,-16.3244970432,0.0130401526,-1.8521318498,0.0082248773
473,afitit_P1,4.93845e-06,5.11556e-08,2.89751e-05,3.34725e-07,1.90045e-07,5.34283e-10,-13.4816320939,,-18.6757154003,0.0566333116,-2.096913249,0.0064766598
474,acodon_P1_charged_H,5.51597e-06,3.84454e-08,3.03019e-05,3.44823e-07,2.06997e-07,7.32926e-10,-13.0000899357,,-17.9344261911,0.0192688029,-2.001256406,0.0032964366
475,ahujev_P1,1.58034e-06,2.04678e-08,9.16066e-06,3.82864e-07,6.85392e-08,3.42589e-10,-17.7472325184,,-22.4220675444,0.1244935239,-2.8103937173,0.0068795307
476,aturis_P1_charged,4.80295e-06,3.25659e-08,1.3257e-05,3.11508e-08,6.46095e-07,8.82167e-10,-7.8220628251,,-10.8680349242,0.0365422228,-1.1826318581,0.0043705151
477,adegey_P1_charged,3.82652e-06,1.79095e-08,1.5267e-05,1.04479e-07,2.35427e-07,7.16335e-10,-11.1119781008,,-14.8419690981,0.0063313445,-1.7471202765,0.0047937697
478,alecay_P1_charged,2.76192e-06,6.68264e-09,5.68267e-06,7.7915e-08,8.61029e-07,7.6438e-10,-5.446985575,,-8.5188184738,0.0940654609,-0.6235190353,0.0065263389
479,adatac_P1_H,3.51346e-06,1.72261e-08,7.88521e-06,1.24252e-07,1.02231e-06,5.47056e-10,-6.0516314886,,-9.806236256,0.1504033522,-0.6376287385,0.0016980666
480,acipip_P1,5.27984e-06,1.91232e-08,2.29922e-05,2.22715e-07,2.57828e-07,1.11174e-10,-11.5136968072,,-15.5892236334,0.0357899023,-1.9034368537,0.0055123155
481,alixid_P1_charged,4.71048e-06,7.98819e-08,3.13379e-05,4.76038e-07,1.35128e-07,5.39728e-10,-15.6139066228,,-20.6643169841,0.0327645144,-2.5490384434,0.0030252276
482,amilue_P1,2.10084e-06,2.44472e-08,8.07425e-06,1.02922e-07,1.90596e-07,7.86958e-10,-9.8258629279,,-14.0967792256,0.0341209967,-1.3961199215,0.008266625
483,aqudib_P1,2.25395e-06,8.589e-09,6.98062e-06,5.45995e-08,2.40146e-07,5.56184e-10,-8.7699723924,,-12.0456673453,0.0216298858,-1.3391384521,0.0064796338
484,abelom01_P1,7.23473e-06,8.24105e-08,5.06134e-05,1.42358e-06,2.36323e-07,7.92434e-10,-14.3951395779,,-20.9509817532,0.1089752056,-1.8706938691,0.0067972155
485,alahus_P1_H,1.99144e-06,1.09173e-08,9.42101e-06,1.32066e-07,1.16017e-07,4.4115e-10,-11.9193603637,,-16.2290308027,0.0325420334,-1.8838233583,0.0071987151
486,ajakon_P1_H,3.66221e-06,4.3667e-08,2.7381e-05,4.16231e-07,1.04354e-07,6.98153e-10,-15.6707436713,,-21.5921929875,0.0288952074,-2.3849513055,0.0111071342
487,aduwon_P1_charged_H,4.9417e-06,4.69264e-08,1.5205e-05,4.9523e-08,5.94e-07,1.28642e-09,-8.6485017308,,-11.9193544474,0.0166734193,-1.2265137572,0.0108569635
488,agovid_P1_charged,4.43786e-06,2.95771e-08,1.37232e-05,1.1491e-07,5.30323e-07,1.45338e-09,-8.8386081945,,-12.6135475337,0.032392449,-1.2525909238,0.0050813913
489,apazic_P1,5.76849e-06,1.69511e-08,2.85806e-05,3.02599e-07,2.67221e-07,9.24859e-10,-12.7344825604,,-17.3617052192,0.0340348475,-1.865167877,0.0056421983
490,alicii_P1_charged,3.98397e-07,9.81449e-10,8.80364e-07,5.81113e-09,1.09014e-07,4.05382e-10,-5.6004335293,,-7.7367097403,0.0114824762,-0.9000558666,0.0082899608
491,aqucog_P1,2.29404e-06,1.20265e-08,7.1269e-06,5.57413e-08,2.42065e-07,6.20728e-10,-8.7879006895,,-12.0655445359,0.0255897675,-1.3401204624,0.0066162723
492,anugia_P1_H,3.44753e-06,1.28583e-08,9.09394e-06,8.22976e-08,5.50136e-07,6.4604e-10,-7.7057338743,,-10.7559917638,0.0514590899,-1.1273509547,0.0043865861
493,aradee_P1_charged,6.95902e-06,4.7627e-08,5.93891e-05,5.38281e-07,1.20775e-07,4.66848e-10,-16.7047770127,,-22.6209005694,0.0464677984,-2.673375599,0.0129778866
494,asinex_P1,4.16449e-06,3.32006e-08,1.51089e-05,7.89933e-08,4.14188e-07,1.18903e-09,-9.7619236017,,-14.0245200755,0.0164282517,-1.3347519635,0.0015512982
495,atezac_P1_charged,4.52448e-06,1.25724e-08,1.52343e-05,1.41309e-07,4.58763e-07,1.32563e-09,-9.2375783193,,-13.0759174891,0.0157000476,-1.3156521115,0.0068649118
496,akekin_P1,2.97181e-06,3.13932e-08,7.2569e-06,6.01662e-08,6.79925e-07,7.78021e-10,-6.8963921815,,-10.6217856035,0.0616343519,-0.8150107006,0.0059648306
497,adatik_P1_H,2.67353e-06,1.69048e-08,6.05487e-06,5.48752e-08,7.97266e-07,1.7001e-09,-6.0540939948,,-9.7681923456,0.117700122,-0.6084477719,0.0037697611
498,adipai_P1_charged,2.09005e-06,1.48367e-08,7.43556e-06,4.50046e-08,2.11819e-07,6.75746e-10,-9.5758982369,,-13.5189789142,0.0375995032,-1.3319736049,0.004882062
499,apuzuj_P1,4.08607e-06,5.96575e-08,2.96577e-05,4.36369e-07,8.63948e-08,1.6176e-10,-14.7532640519,,-20.3238542236,0.0360589183,-2.3280217893,0.00856635
500,atajai_P1,1.21814e-05,5.86408e-08,0.000102822,1.05895e-06,1.7648e-07,5.49698e-10,-16.063192833,,-21.7714781495,0.0242932703,-2.5768879854,0.006037029
501,akayiv_P1,2.25776e-06,1.42251e-08,8.43883e-06,5.78794e-08,1.70736e-07,6.0622e-10,-9.7112233565,,-13.3235081499,0.0267164957,-1.5566316455,0.0073740038
502,ateyuv_P1_charged,6.2834e-06,4.59084e-08,2.73012e-05,1.40162e-07,3.78895e-07,5.50387e-10,-11.3520988797,,-15.7924710362,0.0377428189,-1.6078513822,0.010689516
503,arakah_P1,2.28007e-05,2.18174e-07,0.000241872,2.57788e-06,1.72249e-07,7.99108e-10,-18.3682761788,,-24.4980033581,0.0142055324,-3.029173883,0.0072914812
504,alejim_P1_H,3.49552e-06,1.9594e-08,1.02878e-05,4.55573e-08,5.21176e-07,1.25078e-09,-8.3279391038,,-12.1040787633,0.0467154207,-1.089795556,0.004927508
505,apazey_P1,6.02462e-06,2.89983e-08,3.22623e-05,2.91391e-07,2.40095e-07,1.14367e-09,-13.3998310028,,-18.216349608,0.0250538845,-1.9966557892,0.0075511368
506,ateyop_P1_charged,5.83268e-06,3.77699e-08,2.42044e-05,1.99454e-07,3.93315e-07,1.19541e-09,-10.8735498192,,-15.1664216669,0.037191086,-1.5458607761,0.0050610353
507,aludix_P1_H,4.68747e-06,2.05332e-08,2.39588e-05,7.06492e-08,2.06189e-07,5.1788e-10,-12.8728847275,,-17.2233648321,0.0128395253,-2.0190669883,0.0026398804
508,abedeu_P1_H,6.41623e-06,9.6986e-09,3.10418e-05,3.33349e-07,2.97921e-07,8.80331e-10,-12.0530536033,,-16.6188633775,0.0418871945,-1.8563193136,0.0077638936
509,abexen_P1_charged,4.53543e-06,7.17357e-08,1.91591e-05,3.44838e-07,4.63183e-07,1.61828e-09,-10.8593530183,,-16.4349294775,0.1803071835,-1.1105515863,0.0112023962
510,acuruo_P1,4.6889e-06,2.51461e-08,2.44895e-05,1.70836e-07,1.93804e-07,3.67569e-10,-12.3748272427,,-17.0931229062,0.0278792933,-1.9220192094,0.0094277234
511,arajou_P1,2.35138e-05,1.27335e-07,0.000255332,3.04785e-06,1.63877e-07,4.32937e-10,-18.9694149233,,-25.1976864188,0.0133913075,-3.1127231036,0.0101730482
512,atobiw_P1,6.41777e-06,4.3773e-08,3.93587e-05,1.89677e-07,1.70733e-07,1.05061e-09,-13.5973050178,,-18.3654920101,0.0233244124,-2.2594093847,0.0109392608
513,arajek_P1,2.31471e-05,3.26981e-07,0.000241993,2.82313e-06,1.69578e-07,1.25488e-09,-18.6984257141,,-24.7821397517,0.0271091805,-3.0971499952,0.0060975067
514,aheqah_P1_H,4.17502e-06,3.17537e-08,1.42881e-05,8.40769e-09,3.70256e-07,1.09161e-09,-9.6019013459,,-13.1435544297,0.0234766091,-1.472489674,0.01074589
515,afadan_P1_charged,5.69376e-06,8.95442e-08,4.78587e-05,9.74033e-07,1.28286e-07,1.09755e-09,-19.1825708376,,-24.5968584285,0.0746028198,-3.0846937156,0.009777178
516,aciboe_P1_H,3.65487e-06,2.33502e-08,2.07649e-05,2.97437e-07,1.54641e-07,4.26734e-10,-12.8735208575,,-18.3518881328,0.0420319579,-1.9611639754,0.008142419
517,arazol_P1,1.08293e-05,4.83606e-08,8.1231e-05,5.90213e-07,1.8484e-07,1.21584e-09,-15.949146877,,-21.3230649868,0.0503699516,-2.5734917342,0.0085794912
518,alejei_P1_H,3.51658e-06,2.69136e-08,1.04921e-05,9.56648e-08,5.09254e-07,1.39381e-09,-8.5262761162,,-12.3885862679,0.0586873823,-1.1057003725,0.0024651612
519,arohoh_P1,4.68771e-06,3.6994e-08,1.82202e-05,1.28412e-07,3.56197e-07,9.87338e-10,-10.2849152828,,-14.3934544885,0.0463888231,-1.5467168467,0.008515081
520,litcuo_P1,6.98738e-06,5.85397e-08,5.38666e-05,7.76849e-07,1.63246e-07,1.05792e-09,-15.5990563991,,-21.0532284153,0.0292832646,-2.4488291751,0.0073599028
521,luvnuo_P1_H,4.28574e-06,4.6065e-08,1.09195e-05,1.40887e-07,1.09178e-06,5.62266e-10,-6.7716743637,,-11.1812850501,0.0774079608,-0.6573533962,0.0048386996
522,leptae_P1,1.37963e-05,2.95937e-07,0.000156885,3.92714e-06,2.50758e-07,6.57854e-10,-17.8141104746,,-26.0979076068,0.0744074249,-2.1702851337,0.0085300425
523,lepkez_P1_charged_H,4.01704e-06,2.03496e-08,1.38579e-05,3.90854e-08,3.90542e-07,1.19335e-09,-9.6686366956,,-13.3885087439,0.0155485799,-1.4149793627,0.0046436617
524,lejfal_P1_H,6.10072e-06,9.73739e-08,4.87167e-05,1.3921e-06,2.84121e-07,9.54755e-10,-15.1674885089,,-22.4921627418,0.1460520683,-1.4752324445,0.0066720972
525,lejdud_P1_H,6.55163e-06,8.7421e-08,5.67254e-05,3.89654e-06,2.9617e-07,3.30638e-10,-15.3196491341,,-23.7152693359,0.3094186231,-1.5194948618,0.018728404
526,lullov_P1_charged,9.00786e-06,7.34183e-08,7.42836e-05,1.40829e-06,1.24294e-07,6.51507e-10,-17.3738023122,,-23.0329150182,0.0275098673,-2.7364212428,0.0036746468
527,luvtec_P1,2.26656e-06,8.32695e-09,9.01127e-06,5.00573e-08,1.87882e-07,5.52782e-10,-10.1154331519,,-14.4577342811,0.01677418,-1.5452931782,0.0096712875
528,likbal_P1_H,3.12634e-07,8.03455e-09,6.85706e-07,1.48199e-08,5.51327e-08,5.12925e-10,-15.3746841527,,-18.7831580448,0.1745540491,-3.0538524994,0.014119172
529,lugfol_P1,4.14079e-06,1.33284e-08,1.59812e-05,1.68407e-07,3.5608e-07,5.35073e-10,-10.6414753613,,-15.104263851,0.051227385,-1.4086244284,0.0069488418
530,lobbow_P1_H,4.98951e-06,4.4135e-08,1.72111e-05,4.2369e-08,6.25984e-07,1.30745e-09,-9.3557601213,,-13.6655124817,0.0105255382,-1.0674048442,0.0099603686
531,lejcag_P1,3.54067e-06,9.90108e-09,9.49466e-06,5.1573e-08,6.4624e-07,1.106e-09,-7.5809131504,,-10.9735464138,0.0213169242,-0.9967880136,0.0075515489
532,ledgio_P1_H,3.67362e-06,1.04596e-08,1.38353e-05,9.87742e-08,2.69822e-07,8.27641e-10,-10.2871889769,,-13.9435318427,0.0037790102,-1.62719513,0.0039914013
533,licgow_P1_H,3.75163e-06,3.73204e-08,1.09696e-05,7.94261e-08,7.12244e-07,7.3615e-10,-7.9090816133,,-11.9828529007,0.0548217709,-0.7568889211,0.0052235574
534,letrot_P1,5.29893e-06,4.16357e-08,4.25941e-05,2.81019e-07,9.58794e-08,5.28911e-10,-15.5560966272,,-20.9765465659,0.0118716001,-2.5106839668,0.005033139
535,luklin_P1,4.02087e-06,1.72758e-08,1.08435e-05,6.64829e-08,7.02536e-07,1.45328e-09,-7.6741013447,,-11.091549848,0.0285027585,-0.9227934705,0.0086429184
536,lejcek_P1,3.43476e-06,5.33549e-09,6.8485e-06,1.70675e-08,1.07253e-06,1.50173e-09,-5.273875749,,-7.8006226246,0.0232407627,-0.6487558,0.0039085403
537,lejcio_P1,3.66461e-06,1.76949e-08,7.33161e-06,6.24605e-08,1.12914e-06,2.08344e-09,-5.2981333411,,-7.8389819837,0.0390527888,-0.6383273713,0.0049290999
538,lepsil_P1_H,3.76684e-06,1.24748e-08,1.44213e-05,5.78538e-08,2.67418e-07,5.15275e-10,-10.4777985113,,-14.2003230309,0.0200548125,-1.6330489114,0.0070914664
539,livzoh_P1,4.32684e-06,5.92192e-08,3.56347e-05,6.44129e-07,1.24867e-07,7.6638e-10,-15.5045312019,,-22.0610929435,0.1023460207,-2.3023781804,0.0154657391
540,lofvuy_P1,3.48178e-06,2.66138e-08,1.56142e-05,1.42837e-07,2.03843e-07,6.4531e-10,-11.5098464683,,-15.9102184554,0.0310149507,-1.7594650822,0.0052762841
541,lepkoj_P1_charged_H,3.94408e-06,2.37336e-08,1.49034e-05,8.19524e-08,3.42998e-07,6.55319e-10,-10.4538964622,,-14.4935812512,0.0202783708,-1.4913971741,0.007201129
542,lobbuc_P1_H,4.64274e-06,2.76904e-08,1.56394e-05,1.82437e-07,6.16512e-07,1.07495e-09,-9.3705637981,,-13.6273317288,0.0370026937,-1.0547577325,0.0076833768
543,lobbiq_P1_H,5.05699e-06,3.34151e-08,1.79483e-05,1.65968e-07,6.15649e-07,1.91518e-09,-9.538814789,,-13.9475875289,0.0289590877,-1.0895862345,0.0074032509
544,lihzua_P1,8.20368e-06,1.49551e-08,5.46722e-05,5.10798e-07,1.88893e-07,8.32174e-10,-14.8408886248,,-19.9947458069,0.0503163032,-2.3798134366,0.0065804154
545,liswoc_P1,3.12333e-06,1.90342e-08,1.87777e-05,2.36846e-07,1.10564e-07,4.98194e-10,-13.9459003482,,-18.7499395725,0.0859311826,-2.3026293924,0.0052217691
546,letfew_P1_charged,1.32774e-06,1.15477e-08,8.18641e-06,9.7939e-08,4.97409e-08,3.41577e-10,-13.107884274,,-17.8363235492,0.0094199157,-2.0329487741,0.0062836181
547,lirneh_P1,9.189e-07,2.01509e-08,5.36809e-06,4.28221e-07,7.86561e-08,4.77645e-10,-16.7700614672,,-23.1600921738,0.2553075371,-2.6170694931,0.0097133316
548,lifwee_P1,2.47147e-06,1.59213e-08,1.59533e-05,1.97319e-07,1.25557e-07,5.15432e-10,-14.3237424989,,-19.6539861172,0.0241863851,-2.1490141957,0.0056340971
549,lezzex_P1,1.71334e-05,1.93719e-07,0.000243993,3.55553e-06,7.2557e-08,6.38812e-10,-19.9541261904,,-26.8598517397,0.0156606576,-3.23065738,0.0085380183
550,letruz_P1,3.11735e-06,3.34101e-08,2.35229e-05,2.06752e-07,6.35414e-08,2.94303e-10,-16.9141181586,,-22.2621749435,0.0457940252,-2.7080314314,0.0085590308
551,loxbeh_P1_H,1.94304e-06,2.37027e-08,7.51108e-06,1.25468e-07,2.09543e-07,3.67721e-10,-9.8962814128,,-14.6971535491,0.0852434297,-1.2483221969,0.0123549624
552,lopjos_P1_H,4.23098e-06,3.24413e-08,1.82009e-05,4.45064e-07,3.05662e-07,8.94737e-10,-12.2798701811,,-17.2602911939,0.1334687372,-1.6021508921,0.004477812
553,lijguj_P1_H,1.43415e-05,1.32883e-07,0.000190792,2.35225e-06,9.30907e-08,5.77348e-10,-19.6575133145,,-26.8566802283,0.0348042771,-3.0013195305,0.0128305363
554,lehniy_P1,3.89814e-06,5.20387e-08,3.19967e-05,3.30634e-07,7.31495e-08,4.65249e-10,-16.7198160516,,-22.3576543834,0.034332333,-2.6766734373,0.0091465107
555,lovvav_P1_charged,3.86576e-06,4.6112e-08,2.48717e-05,2.88256e-07,1.12039e-07,8.06452e-10,-14.5650644689,,-19.4473137311,0.016547932,-2.366553215,0.014315646
556,lurgel_P1,5.02703e-06,3.89292e-08,1.64307e-05,1.67468e-07,6.11256e-07,1.05416e-09,-8.8581385105,,-12.76295377,0.0321607753,-1.2170912936,0.0037708648
557,litcic_P1,5.53097e-06,4.30425e-08,3.11013e-05,3.30073e-07,2.24768e-07,1.12001e-09,-13.5634038487,,-18.4960723193,0.0414934307,-2.0224268043,0.0101326184
558,lizmal_P1,5.29476e-06,4.38672e-08,3.35062e-05,2.56188e-07,1.59661e-07,9.20048e-10,-13.8520798068,,-18.8006575291,0.021884979,-2.2271790247,0.0069151837
559,lofvuy01_P1,3.50326e-06,2.35761e-08,1.57806e-05,1.50931e-07,2.04789e-07,5.07328e-10,-11.4969797853,,-15.8899772531,0.0352776355,-1.7629039605,0.0086590348
560,lizqet_P1_H,8.18005e-07,2.4488e-09,2.40576e-06,1.79257e-08,1.1932e-07,3.58501e-10,-7.8341579225,,-11.1738754932,0.0603747757,-1.1358723095,0.0065718376
561,leqqaa_P1_charged,3.13998e-06,2.64533e-08,1.28952e-05,2.06605e-07,1.87983e-07,9.0999e-10,-12.4495883133,,-16.1860500347,0.01794932,-2.1634255161,0.0062521398
562,lurria_P1_H,3.87156e-06,3.28027e-08,9.62759e-06,9.5651e-08,8.50997e-07,2.25482e-09,-7.0195421897,,-10.8341894094,0.101486692,-0.8157355388,0.0014623592
563,liswui_P1,3.05068e-06,2.10672e-08,1.77148e-05,2.55126e-07,1.13202e-07,6.0599e-10,-13.6734333672,,-18.3603775097,0.0518316464,-2.2694108225,0.0102519947
564,leygoo_P1,9.84331e-06,7.72442e-08,6.55107e-05,6.07377e-07,2.32828e-07,9.38864e-10,-15.3135640107,,-20.5419082587,0.0189019892,-2.5201717906,0.0071631447
565,lecfeg_P1_H,4.87252e-06,4.59052e-08,2.4905e-05,1.8852e-07,3.14121e-07,9.96532e-10,-12.4709608721,,-17.7314388138,0.0187747145,-1.3763264431,0.0058924916
566,liqdas_P1_H,2.84998e-06,1.02726e-08,8.49319e-06,6.54153e-08,3.96954e-07,6.50999e-10,-8.3743148658,,-11.8009958834,0.0372910749,-1.1786220092,0.0040243082
567,lejfit_P1_H,7.72795e-06,8.9677e-08,7.0496e-05,7.28162e-07,2.59734e-07,9.19974e-10,-16.0857942831,,-23.6391998411,0.0907208292,-1.6562897465,0.0087565865
568,ludled_P1_H,4.17787e-06,6.36629e-08,2.22037e-05,4.25025e-07,2.80827e-07,8.22614e-10,-13.3384594881,,-19.6666550913,0.0804730874,-1.4180818377,0.0108412763
569,ludwem04_P1,2.21908e-06,1.37269e-08,8.12215e-06,5.49351e-08,1.6732e-07,3.61871e-10,-10.1010042621,,-13.7899480678,0.0247730094,-1.5986843622,0.0084492684
570,lujrug_P1_charged,4.6633e-06,2.70078e-08,1.67142e-05,2.60114e-07,4.45739e-07,1.23457e-09,-9.6892173671,,-13.941308547,0.0971746678,-1.3717294478,0.0088483453
571,liqjec_P1,1.98042e-06,9.79316e-09,6.83082e-06,6.00651e-08,1.70951e-07,5.45421e-10,-9.6444314695,,-13.1870212579,0.0257252449,-1.5296692233,0.0036001611
572,luvpaw_P1,6.56417e-06,2.5099e-08,2.78463e-05,1.98692e-07,4.66206e-07,2.00964e-09,-10.7923920557,,-15.196005152,0.019446349,-1.4628647407,0.0042086591
573,logzit_P1,2.12098e-06,1.3726e-08,5.68721e-06,1.71838e-08,3.97871e-07,7.94946e-10,-7.0759437727,,-10.1967196015,0.013559946,-0.9739573616,0.0058619502
574,lejdox_P1_H,1.99201e-06,3.23351e-08,1.02039e-05,1.08655e-06,1.8871e-07,5.10517e-10,-11.5811392512,,-19.1527101898,0.8793288859,-1.5569287266,0.0084614188
575,ludlih_P1_H,4.19623e-06,9.26187e-08,2.25173e-05,6.94085e-07,2.83483e-07,6.2667e-10,-13.3032858706,,-19.6319130539,0.0981180535,-1.4040622634,0.0043957769
576,levfaw_P1_H,3.51195e-06,1.05563e-08,7.82064e-06,7.34615e-08,8.24997e-07,1.35624e-09,-6.1737729299,,-8.7947111204,0.0308033541,-0.8162660417,0.0056589229
577,lowkuf_P1_charged,2.44233e-06,6.09917e-09,6.80838e-06,2.06767e-08,3.277e-07,7.31729e-10,-7.7206305602,,-10.4919871392,0.0188420699,-1.2282747413,0.0043073715
578,lijnie_P1,4.60078e-06,4.14729e-08,4.44945e-05,1.61447e-06,6.63795e-08,1.83427e-10,-18.105626897,,-24.212666375,0.0209116398,-2.9040124804,0.008348725
579,leldud_P1_H,3.57671e-06,1.68203e-08,8.89538e-06,2.38824e-08,7.10863e-07,1.83984e-09,-6.9486281481,,-9.9804704233,0.0072678545,-0.9066514151,0.0065869325
580,lupcoq_P1,1.0632e-05,1.93266e-07,0.000136465,3.3014e-06,6.89217e-08,3.74207e-10,-20.2615711958,,-27.0696125377,0.0353448497,-3.1509019642,0.0139666859
581,likvin_P1_charged,1.06822e-05,5.47841e-08,6.39115e-05,7.46382e-07,2.51215e-07,1.11513e-09,-14.5799915555,,-19.3881361004,0.0208867577,-2.3110127261,0.0082849747
582,lubnaz_P1_H,3.00847e-06,2.50773e-08,1.40668e-05,1.18486e-07,1.68674e-07,2.28933e-10,-11.7804258149,,-16.3807111054,0.0316794348,-1.845000482,0.0135046056
583,lihfak_P1,3.17983e-06,1.83081e-08,7.89824e-06,7.175e-08,6.69305e-07,1.42137e-09,-6.9395621789,,-10.2621009642,0.0441044836,-0.8823223159,0.004461511
584,lepkid_P1_charged_H,3.61314e-06,2.60598e-08,1.26095e-05,7.05093e-08,3.43233e-07,1.1085e-09,-9.7303876835,,-13.4501671885,0.030129861,-1.4161346607,0.0034995952
585,defpox_P1_H,3.63123e-06,1.83873e-08,1.02857e-05,8.84882e-08,5.83205e-07,1.52722e-09,-7.94308903,,-11.5052748769,0.0189569664,-1.040826011,0.0033149079
586,dotsov34_P1,4.46881e-06,2.75107e-08,2.16299e-05,5.51686e-07,3.52075e-07,1.06789e-09,-12.4627552949,,-19.0502626724,0.0935619508,-1.3136803287,0.0063656149
587,dotsov12_P1,4.36249e-06,5.12755e-08,2.09563e-05,3.46858e-07,3.51654e-07,9.63196e-10,-12.3566005407,,-18.9014652797,0.0647142468,-1.3041517067,0.0042034805
588,dotsov10_P1,4.36389e-06,7.82143e-08,2.10926e-05,7.55932e-07,3.51888e-07,5.6899e-10,-12.3680933254,,-18.9637816912,0.1185954087,-1.3043527429,0.0052492722
589,divyoz_P1_charged_H,1.38527e-06,1.58867e-08,4.98708e-06,1.39541e-07,2.35845e-07,6.22821e-10,-9.0406034524,,-14.2842690617,0.1267210114,-1.0158432581,0.0039009609
