,Name,N2 Henrys,N2 Henrys err,methane Henrys,methane Henrys err,helium Henrys,helium Henrys err,N2 adsorb,N2 adsorb err,methane adsorb,methane adsorb err,helium adsorb,helium adsorb err
0,fandeg_P1,2.00621e-06,1.22528e-08,9.70118e-06,9.74433e-08,9.89829e-08,5.29188e-10,-11.7495559764,,-15.9545895797,0.0190171529,-1.9421160594,0.0072658482
1,fabfof_P1_charged_H,3.63334e-06,3.16051e-08,2.37579e-05,2.09076e-07,1.34928e-07,6.15018e-10,-14.2665954697,,-19.3586859572,0.0156101802,-2.2402031816,0.0057692601
2,ewobav_P1,2.8076e-06,3.16424e-08,2.1879e-05,6.90671e-07,5.90737e-08,4.27135e-10,-17.2259074927,,-23.0423292919,0.0839447511,-2.7234872651,0.0110095011
3,eyopue_P1,1.30161e-05,1.51736e-07,0.000152983,2.77946e-06,1.42598e-07,5.16981e-10,-17.8516372645,,-25.119244955,0.0499195159,-2.5303703028,0.0095234218
4,eyoqal_P1,1.99563e-05,1.64248e-07,0.000262962,6.32428e-06,1.52999e-07,5.50695e-10,-18.738140281,,-26.2551558673,0.0570448477,-2.7450720504,0.0100782518
5,famqes_P1,5.19347e-06,2.5893e-08,2.08001e-05,1.70769e-07,4.3264e-07,3.79975e-10,-10.6884248434,,-15.2268648268,0.0467939516,-1.3799701998,0.0059215927
6,fewsim_P1,6.11812e-06,7.08107e-08,5.83902e-05,1.40534e-06,9.98557e-08,2.19151e-10,-18.1126998454,,-24.161848735,0.0481883991,-2.7989503991,0.0076731976
7,fakmir_P1_H,3.78301e-06,1.69274e-08,1.12354e-05,1.4516e-07,7.18827e-07,1.58556e-09,-8.0522800783,,-12.278304587,0.0596041491,-0.7469583456,0.0084708544
8,fayqih_P1,5.40559e-06,2.03702e-08,2.70127e-05,3.60373e-07,2.83857e-07,9.51198e-10,-12.1260138026,,-17.2189798038,0.0584261295,-1.7239702871,0.0033981266
9,eyakib_P1,8.15249e-06,1.19048e-07,7.27557e-05,1.21275e-06,1.14976e-07,8.72213e-10,-16.5889824203,,-22.3427169324,0.0181875885,-2.6127774204,0.0055877461
10,exewag_P1,4.59831e-06,1.4698e-08,2.10177e-05,2.37391e-07,2.11375e-07,7.35234e-10,-11.947920967,,-16.1320214951,0.0293462046,-1.9111283903,0.0038468358
11,feqsif_P1,5.6109e-06,3.65651e-08,3.20231e-05,4.82175e-07,2.88706e-07,1.49093e-09,-14.0804350648,,-20.4581331478,0.0752630571,-1.7525795603,0.0087029009
12,fibhef_P1,3.68575e-06,2.99595e-08,2.88503e-05,7.15319e-07,7.3608e-08,1.79482e-10,-16.2203383829,,-21.640264264,0.0446510841,-2.487793226,0.0068383237
13,fexces_P1,1.09181e-05,1.04237e-07,7.67782e-05,3.32221e-07,1.98254e-07,9.43765e-10,-14.9076978588,,-19.9668922869,0.0166477441,-2.4714056005,0.0075472321
14,fecxao_P1_H,9.40008e-06,1.23784e-07,5.65959e-05,2.29566e-07,2.48502e-07,1.04166e-09,-13.9972168302,,-18.7168066416,0.017774582,-2.3055839514,0.0048106223
15,faptoh_P1,5.83673e-06,3.39167e-08,2.66887e-05,1.54921e-07,2.591e-07,2.3441e-10,-11.8530104793,,-15.9119799878,0.0131678154,-1.9578238802,0.0081398661
16,faltuk_P1,4.81351e-06,4.57935e-08,1.71412e-05,1.42873e-07,5.01356e-07,8.04349e-10,-9.6637971752,,-13.983687197,0.0760202123,-1.2313955413,0.0060156268
17,fazyis_P1,1.98205e-05,1.51675e-07,0.00027524,5.07266e-06,1.09087e-07,7.48117e-10,-19.9769962398,,-26.8324083926,0.0318809544,-3.2260860183,0.0097732573
18,fepgep_P1,4.62939e-06,2.8584e-08,1.94803e-05,1.9068e-07,2.9789e-07,6.98619e-10,-11.689744405,,-16.091789114,0.0509647214,-1.6737953024,0.0019608955
19,fahhop_P1,5.16853e-06,3.07754e-08,2.47018e-05,2.33668e-07,2.36e-07,7.19391e-10,-11.948416906,,-16.2065528076,0.0231274488,-1.9116691522,0.0069768306
20,ezofef_P1,1.13972e-05,7.61254e-08,8.66771e-05,2.01644e-06,2.58412e-07,1.47387e-09,-15.8493934697,,-22.0922018229,0.094354507,-2.1548135833,0.0064204477
21,fazgas_P1,5.07995e-06,3.07812e-08,3.34145e-05,3.35572e-07,1.32772e-07,8.70234e-10,-13.9264286908,,-18.8091320448,0.0163530331,-2.2414878982,0.0042225458
22,farbos_P1,6.57584e-06,5.07393e-08,3.51442e-05,2.24479e-07,2.20791e-07,4.7591e-10,-12.6467261669,,-17.0069318814,0.0081960127,-2.0910943522,0.0029116437
23,ewovet_P1,3.97371e-06,7.10036e-09,1.31052e-05,1.02571e-07,4.09953e-07,9.33969e-10,-8.871550594,,-12.3923325683,0.0243233314,-1.3537037933,0.0018554554
24,fefzez_P1_H,2.74235e-07,2.02149e-09,8.70338e-07,1.13491e-08,4.5775e-08,2.33313e-10,-8.4800004498,,-11.9376349398,0.0593710626,-1.2188006117,0.0086539843
25,fannug_P1_H,4.7081e-06,6.11405e-08,2.13993e-05,4.76006e-07,2.49725e-07,8.01368e-10,-12.5700784145,,-17.5990586682,0.1026983493,-1.9087274406,0.0065853118
26,fahqiq_P1_charged,7.34481e-06,5.47031e-08,4.93175e-05,1.12205e-06,2.71832e-07,6.29381e-10,-14.5029402705,,-21.1431584339,0.1172378738,-1.8407656746,0.0050288106
27,fahjeh_P1,2.87081e-06,4.63577e-09,7.04311e-06,2.74297e-08,6.55052e-07,1.21516e-09,-6.9091660207,,-10.6591220701,0.037692185,-0.8153247255,0.0034424209
28,faxdam_P1,3.24992e-06,3.48617e-08,2.79188e-05,5.63275e-07,5.33934e-08,5.303e-10,-15.8908417289,,-21.5780044807,0.0313615921,-2.4903379072,0.0056138191
29,fancop_P1,2.07584e-06,1.47966e-08,1.04392e-05,1.93817e-07,9.71405e-08,3.78154e-10,-12.0161495104,,-16.3687991019,0.0407177045,-2.0039608712,0.0048991538
30,fabgum_P1_charged,2.2155e-06,1.27065e-08,1.18272e-05,3.30625e-07,1.44382e-07,4.33602e-10,-13.2497413735,,-18.1931445965,0.1564715563,-2.0664264479,0.0070512957
31,exotob_P1_H,1.92327e-06,8.45622e-09,5.34336e-06,3.21808e-08,3.02349e-07,5.53667e-10,-7.4546513207,,-10.4709395827,0.0213003257,-1.0991681876,0.0028633998
32,favfug_P1,4.96122e-06,6.12566e-08,2.72356e-05,3.09958e-07,2.12653e-07,5.83465e-10,-13.4421905545,,-18.7180645807,0.0938026465,-1.9503001494,0.0058100824
33,fehhei_P1,2.54061e-06,1.4148e-08,8.39028e-06,8.28396e-08,2.84082e-07,1.17749e-09,-8.7896383105,,-12.2237805845,0.0242784836,-1.3773094885,0.010318502
34,eyocom_P1,6.19197e-06,8.68088e-08,4.77669e-05,5.41458e-07,1.35277e-07,4.54047e-10,-16.1025195384,,-22.1850546245,0.0601587766,-2.3983644779,0.0053601503
35,eyoqep_P1,9.9121e-06,5.89331e-08,7.65755e-05,4.154e-07,1.73796e-07,9.6062e-10,-15.2495719428,,-20.6887208277,0.0391271699,-2.4800521121,0.0059109629
36,faklou_P1_charged,3.59459e-06,2.17836e-08,1.23528e-05,1.13907e-07,2.92798e-07,7.84747e-10,-9.7172362643,,-13.1553041589,0.0248403915,-1.5551441943,0.0056377715
37,fahhef_P1,5.27952e-06,2.19381e-08,2.46271e-05,1.28948e-07,2.54458e-07,7.3975e-10,-11.8621247792,,-16.0960383972,0.0259413301,-1.8753191368,0.0047209631
38,fajlah_P1,7.69896e-06,8.71583e-08,0.000110522,5.56873e-06,4.748e-08,4.25635e-10,-20.7135874114,,-27.7333261573,0.0504117098,-2.9662191048,0.0252022491
39,fahpov_P1_H,3.01474e-06,2.6991e-08,7.03253e-06,5.51309e-08,7.03217e-07,1.4553e-09,-6.9524862604,,-10.2353857347,0.0833863522,-0.8082307722,0.006447125
40,fazgew_P1,8.64061e-06,1.18648e-07,7.5485e-05,7.22697e-07,1.19793e-07,8.09627e-10,-16.0751562864,,-21.708963061,0.0198485152,-2.5463921927,0.0094648573
41,ferwac_P1,3.46071e-06,3.52144e-08,1.57996e-05,2.17402e-07,1.27593e-07,2.95922e-10,-13.9147007218,,-17.8661551121,0.0291478497,-2.1333231825,0.0088957916
42,fidluc_P1_charged_H,5.01834e-06,3.78572e-08,3.61489e-05,8.35748e-07,1.33137e-07,4.6417e-10,-14.6467361726,,-20.861287628,0.1545393749,-2.1574277429,0.0083707452
43,faptib_P1,5.89645e-06,3.31944e-08,2.82484e-05,2.56724e-07,2.52016e-07,7.75434e-10,-12.0573119478,,-16.3459587552,0.0200837618,-1.9655354416,0.0055550563
44,fexjuq_P1,1.6276e-07,6.48625e-09,3.05564e-07,3.04076e-08,5.61875e-08,4.46191e-10,-15.1578851258,,-18.0532100636,0.1604315866,-2.8737283927,0.0129154074
45,falxun_P1,3.06895e-06,1.18103e-08,2.38058e-05,4.23069e-07,6.71064e-08,2.52123e-10,-15.3251552948,,-20.876227832,0.0307665229,-2.3687985081,0.0104009005
46,fagfuq_P1_H,5.00774e-06,1.95187e-08,2.06424e-05,1.65264e-07,3.13896e-07,9.69905e-10,-10.7048669538,,-14.5563360334,0.0181588314,-1.7138730748,0.0057212556
47,febxiv_P1_H,3.82903e-06,1.66618e-08,8.32265e-06,8.67825e-08,1.19238e-06,1.31109e-09,-5.7504841947,,-9.1208854075,0.0398350656,-0.5721275249,0.004987979
48,exeqii_P1,4.91571e-06,2.51897e-08,2.03524e-05,2.43329e-07,2.52841e-07,9.39495e-10,-11.3102733525,,-15.1345122905,0.0382154531,-1.8744421355,0.0053800202
49,exaxae_P1_H,2.30535e-06,2.74989e-08,1.37004e-05,2.79989e-07,1.56149e-07,3.82897e-10,-13.9108777927,,-21.0569694829,0.0997651038,-1.4040108087,0.0163820486
50,eziluv_P1,6.05103e-06,3.76667e-08,2.75039e-05,2.7156e-07,2.82148e-07,5.21782e-10,-12.3803410576,,-16.5818712696,0.0450079293,-2.0162680986,0.0036497554
51,fayqon_P1,7.29738e-06,3.05693e-08,4.6366e-05,3.28114e-07,2.56483e-07,1.1494e-09,-13.7913942907,,-19.7017315894,0.0562727917,-1.9563120727,0.0057568569
52,fexkax_P1,4.58315e-08,2.54402e-09,1.74094e-08,2.42021e-09,4.63393e-08,3.56129e-10,-13.3394531612,,-10.4049489757,0.4580983884,-2.9015065044,0.0187716468
53,fepgal_P1,4.65046e-06,4.36208e-08,1.85172e-05,1.70175e-07,3.39644e-07,9.00385e-10,-11.1463701526,,-15.4438831357,0.0484124052,-1.584691853,0.0023417668
54,faxsoq_P1,3.32627e-06,3.97346e-08,2.07944e-05,4.18269e-07,1.28473e-07,1.35982e-09,-15.80524356,,-21.3872347822,0.0292495573,-2.4996725333,0.0086971987
55,eyacox_P1,3.74348e-06,2.74275e-08,1.78133e-05,2.51238e-07,2.18594e-07,6.03939e-10,-11.9994420303,,-16.8411672475,0.0595285517,-1.7577957055,0.0076508345
56,fazgia_P1,8.79793e-06,1.03182e-07,7.80984e-05,6.92617e-07,1.17056e-07,5.75258e-10,-16.1768615711,,-21.8612743415,0.0148219896,-2.552001048,0.0058218466
57,fakxoi_P1_H,2.09305e-06,2.00266e-08,9.22107e-06,9.78144e-08,1.4144e-07,1.4877e-10,-11.0153885905,,-15.81294165,0.0643235502,-1.6418986289,0.010634921
58,fidfeg_P1,1.39495e-05,3.01787e-07,0.000181546,2.61455e-06,9.16982e-08,4.04451e-10,-18.8971943442,,-25.8050410546,0.0283540432,-2.9902382231,0.0125327955
59,ezinei_P1,1.82637e-05,1.65634e-07,0.000272179,5.44907e-06,9.28941e-08,6.85347e-10,-20.5230218705,,-27.5742687789,0.0326656228,-3.2922896538,0.0094738271
60,fecxoc_P1_charged_H,2.95902e-06,1.72897e-08,1.02878e-05,1.69653e-08,3.54149e-07,1.30249e-09,-9.4914599686,,-14.0244342472,0.0244903894,-1.1649097855,0.007133507
61,fehcom_P1,3.93332e-06,3.37863e-08,1.71311e-05,1.67164e-07,2.41906e-07,9.87831e-10,-11.1875688942,,-15.398773841,0.0355775589,-1.8136532552,0.007788081
62,fegniq_P1_charged_H,3.82923e-06,3.32005e-08,2.277e-05,9.43637e-08,1.50195e-07,5.59459e-10,-12.7280304792,,-17.8551777691,0.036033516,-1.9277298897,0.0035905187
63,ezimac_P1,5.93955e-06,4.28406e-08,2.67524e-05,2.06145e-07,2.80853e-07,7.41201e-10,-12.3851112159,,-16.5742690911,0.0456014815,-2.0180855872,0.0034928725
64,eyojot_P1,5.43275e-06,4.22873e-08,2.6416e-05,3.53361e-07,3.00683e-07,6.42794e-10,-12.4726497479,,-17.3241017736,0.0374730765,-1.7928140191,0.0028674165
65,lagcuu_P1,4.45628e-06,2.72722e-08,3.4807e-05,1.14088e-06,8.86477e-08,4.26571e-10,-18.0553383017,,-23.9553955999,0.1098940025,-2.9637783598,0.0056010096
66,larrop_P1,7.76576e-06,3.50503e-08,4.64408e-05,7.689e-07,2.63176e-07,5.3567e-10,-13.4235254272,,-18.7837100617,0.0630969216,-2.0781997813,0.0034991544
67,laspom_P1,3.23417e-06,3.76891e-08,2.92853e-05,1.37636e-06,7.4324e-08,7.66484e-10,-18.7290852385,,-25.7714701204,0.0468327064,-3.0135467014,0.0097985009
68,lajlit_P1_charged_H,3.80281e-06,2.90324e-08,2.64465e-05,2.86437e-07,1.78979e-07,3.51978e-10,-13.6642325028,,-19.736666549,0.0416047638,-1.5765058023,0.0030999567
69,kukmua_P1_H,4.53725e-06,1.27253e-08,2.90258e-05,1.03126e-07,1.30333e-07,3.18133e-10,-13.9317234516,,-18.9498437823,0.0280479807,-2.249671209,0.0067982252
70,lasdeq_P1_H,4.68225e-06,4.02343e-08,2.23892e-05,4.00951e-07,3.10513e-07,1.22835e-09,-12.0447073318,,-17.2756963509,0.0829968346,-1.4896857738,0.0122145889
71,lacnub_P1,6.13101e-06,4.67473e-08,4.09148e-05,1.07057e-06,2.50098e-07,7.25006e-10,-14.2352027726,,-20.4837795869,0.0554048219,-1.9022505302,0.0130290975
72,kozqex_P1_H,3.29328e-06,2.45258e-08,7.65598e-06,2.54012e-08,7.65306e-07,1.21241e-09,-6.4552082664,,-9.3486252598,0.0261409351,-0.7834181221,0.0040290516
73,lavtej_P1_H,3.35072e-06,1.97569e-08,1.73443e-05,1.1692e-07,1.22526e-07,4.49701e-10,-12.8081553373,,-17.1912611846,0.0208879474,-2.0141835768,0.0073447504
74,kutcuz_P1_H,4.31503e-06,6.3994e-08,3.27568e-05,6.99801e-07,1.37576e-07,2.0023e-10,-14.8402363863,,-21.7689331602,0.1379415462,-1.9939503368,0.005714713
75,kutnuk_P1,4.46377e-06,3.45274e-08,1.46071e-05,1.41951e-07,5.04242e-07,9.02394e-10,-9.1629547255,,-12.9771415127,0.03285421,-1.2756046433,0.001557908
76,kotbih_P1,3.40237e-06,1.54757e-08,1.24638e-05,9.65446e-08,3.62707e-07,9.45711e-10,-9.5482894042,,-13.9555845956,0.030515275,-1.2492202061,0.0084342568
77,kuwcem_P1,4.331e-06,3.55166e-08,1.49399e-05,7.82613e-08,4.05895e-07,3.79881e-10,-9.6619341914,,-13.4190450257,0.0380669643,-1.4535056248,0.0045976378
78,labzum_P1,5.14032e-06,3.44075e-08,3.53249e-05,4.40386e-07,1.28396e-07,5.57309e-10,-14.3611970679,,-19.4223597228,0.0117507214,-2.2722866227,0.0082424178
79,larvim_P1_H,1.72061e-06,7.32667e-09,5.68976e-06,3.34073e-08,2.00497e-07,4.15682e-10,-9.4794206362,,-13.3044252628,0.0482002751,-1.4006130493,0.0104009355
80,lajniw_P1_H,5.3264e-06,2.42881e-08,3.28295e-05,5.68427e-07,1.71393e-07,5.47181e-10,-14.1524184058,,-19.1416767528,0.0704555672,-2.3249155783,0.0082120665
81,kunsuj_P1_H,4.73663e-06,3.79824e-08,1.75638e-05,1.95891e-07,5.00475e-07,9.78322e-10,-10.130871311,,-14.7877479903,0.0588120777,-1.2270493656,0.0076121556
82,latfui_P1,2.327e-06,7.21072e-09,4.85529e-06,3.16269e-08,5.69667e-07,1.24702e-09,-5.7579596111,,-7.9966769935,0.022993838,-0.8742216354,0.0030843881
83,labzia_P1,3.99957e-06,2.25209e-08,1.64204e-05,8.97327e-08,2.67607e-07,2.90251e-10,-10.6554894703,,-14.6608869825,0.0194483327,-1.6549080435,0.0034719315
84,labzew_P1,4.06402e-06,1.66827e-08,1.54804e-05,6.79709e-08,2.98216e-07,1.04619e-09,-10.2940506759,,-14.0960000034,0.0190816662,-1.5875264409,0.0059331802
85,lacyun_P1_charged,1.97307e-06,7.10747e-09,7.28543e-06,6.90186e-08,1.90847e-07,6.37522e-10,-10.3214658273,,-13.971687671,0.0338520687,-1.7322596856,0.0094513667
86,laqxou_P1_H,2.6186e-06,2.48556e-08,1.99214e-05,2.50979e-07,8.06914e-08,4.62771e-10,-14.6703657911,,-20.0100393418,0.0131327475,-2.2253760039,0.010987615
87,kudwaj_P1,3.88824e-06,1.53422e-08,1.64476e-05,2.31025e-07,2.81689e-07,9.5636e-10,-10.5044012136,,-15.0639562752,0.0605617612,-1.5521201146,0.0064824212
88,kujdeb_P1,9.86853e-06,5.38093e-08,8.99706e-05,1.11709e-06,1.23796e-07,4.37651e-10,-17.2084577952,,-22.9830472259,0.0209753183,-2.8021146978,0.0092431822
89,larrij_P1,8.12197e-06,8.13743e-08,5.19847e-05,5.36894e-07,2.52705e-07,1.52078e-09,-13.9035183306,,-19.6238643347,0.0490366944,-2.1325852149,0.0075870099
90,lebquh_P1,2.81432e-06,2.9313e-08,1.22096e-05,1.17125e-07,2.46863e-07,6.83137e-10,-10.6059621528,,-15.6857775339,0.1189366864,-1.3732541536,0.0058965253
91,kunsap_P1_charged,4.63326e-06,1.93962e-08,2.04499e-05,1.52037e-07,2.40454e-07,5.01342e-10,-11.7956185686,,-15.8683299404,0.0288183747,-1.8910118176,0.0072893843
92,lasrij_P1_charged,1.01437e-06,2.87564e-09,1.78758e-06,3.19726e-09,3.64386e-07,5.12589e-10,-4.260939215,,-5.9570804145,0.0195351609,-0.6434837258,0.0038260664
93,kufbeu_P1_H,2.07222e-07,2.90771e-09,5.80262e-07,1.57344e-08,2.77844e-08,1.31095e-10,-12.734759023,,-15.5314155199,0.0421000974,-2.0205705229,0.0081945638
94,kujnot_P1_H,4.16286e-06,1.42999e-08,2.1258e-05,1.19418e-07,1.96787e-07,8.42828e-10,-12.248004377,,-17.0583607221,0.0484621388,-1.8146263481,0.008128128
95,lahyol_P1_H,8.25487e-06,1.05535e-07,7.73838e-05,1.75947e-06,6.42484e-08,3.85572e-10,-20.0701017845,,-25.6913227322,0.0404327641,-3.1781060818,0.0179194264
96,lagvex_P1,6.05261e-06,3.25774e-08,4.65611e-05,5.80392e-07,1.30236e-07,4.55782e-10,-15.0966334135,,-20.7209476759,0.0290324827,-2.3861168977,0.0079943725
97,kutdag_P1_charged_H,2.10511e-06,2.29711e-08,1.38235e-05,1.62334e-07,8.54567e-08,3.25907e-10,-13.4164531012,,-18.8235226239,0.0163223345,-2.1009660038,0.0086376553
98,kotlox_P1_H,4.62573e-06,3.19929e-08,2.12337e-05,4.61382e-08,2.14399e-07,3.84527e-10,-12.0741198682,,-16.1262708918,0.0201374584,-2.0210772111,0.0094278901
99,lajkue_P1_charged_H,4.0697e-06,5.28571e-08,3.40918e-05,5.14821e-07,1.82931e-07,3.73612e-10,-13.9309370819,,-21.4572037542,0.0647259385,-1.5650899473,0.0036370568
100,labrue_P1_charged_H,5.22614e-06,6.17873e-08,3.42068e-05,3.62946e-07,1.43607e-07,5.40833e-10,-14.1524986906,,-19.5094820961,0.0455441807,-2.2405211943,0.003330155
101,lawfex_P1,4.60639e-06,4.10748e-08,2.2505e-05,1.49278e-07,2.0613e-07,8.70358e-10,-11.9639600332,,-16.3348930546,0.0257561423,-1.9299324349,0.0024451846
102,kuygoc_P1_H,3.69392e-06,1.80992e-08,1.38712e-05,1.13805e-07,3.05573e-07,1.21722e-09,-10.0505981018,,-14.1110751562,0.0560508002,-1.4977601517,0.010739953
103,larqee_P1,4.02234e-06,2.95415e-08,1.97639e-05,1.30965e-07,1.84167e-07,6.51201e-10,-12.25236701,,-16.7955706888,0.0377460269,-1.9136925904,0.0038560677
104,kunquh_P1,8.85446e-06,7.64495e-08,7.73144e-05,6.67435e-07,1.39241e-07,6.85686e-10,-16.8369316287,,-22.5944944484,0.0206422915,-2.6326410782,0.0070432971
105,lasgiz_P1_charged_H,8.126e-06,1.95444e-07,6.75322e-05,2.45167e-06,2.02474e-07,1.10185e-09,-17.7646754196,,-24.5482357348,0.0834004112,-2.0159870034,0.0070336261
106,kucdiw_P1,3.93351e-06,4.09125e-08,2.27029e-05,4.32196e-07,2.57693e-07,4.92414e-10,-12.5835914099,,-18.6905891205,0.0596570004,-1.4319844211,0.0044206131
107,lajlep_P1_charged_H,4.25023e-06,2.18504e-08,2.93282e-05,6.36327e-07,2.14865e-07,8.48829e-10,-12.9472501133,,-19.4780737686,0.0668845786,-1.5382769211,0.0133732908
108,labzog_P1,4.33739e-06,2.60925e-08,2.46299e-05,1.86114e-07,1.55199e-07,9.58739e-10,-13.0614405199,,-17.6994622178,0.0217673295,-2.0772586914,0.0080098345
109,laplog01_P1_charged,2.69239e-05,3.22366e-07,0.000458405,8.23184e-06,1.06732e-07,8.31481e-10,-21.7338664394,,-29.1617942169,0.0230765128,-3.4080008483,0.0122762713
110,lacjil_P1,4.84264e-06,5.47947e-08,3.42842e-05,6.38136e-07,1.30872e-07,8.02334e-10,-14.7170762504,,-19.9848767148,0.0248679437,-2.2966651399,0.0039303694
111,koxsic_P1_charged_H,6.15539e-06,2.79172e-07,7.32424e-05,3.64921e-06,1.39811e-07,4.23399e-10,-19.7597923205,,-29.0220372858,0.3254490944,-2.3131022487,0.017296989
112,lawgew_P1,2.29181e-06,8.93168e-09,4.75196e-06,2.13034e-08,5.71336e-07,1.2549e-09,-5.6947673419,,-7.9174153854,0.0285860161,-0.8649720023,0.0068178752
113,lajlal_P1_charged_H,2.75591e-06,2.45276e-08,1.31297e-05,1.05484e-07,2.04681e-07,5.31518e-10,-10.5958145653,,-15.4638046493,0.0395843219,-1.4084667209,0.0121921584
114,lavtaf_P1_H,3.35719e-06,2.04535e-08,1.73454e-05,1.67112e-07,1.23715e-07,7.07023e-10,-12.7806666819,,-17.1606573832,0.0155301484,-2.0061024147,0.0072536198
115,latfoc_P1,2.3265e-06,8.82941e-09,4.86558e-06,1.43413e-08,5.69418e-07,3.04457e-10,-5.7560339454,,-8.003853,0.0238719616,-0.8731961776,0.0019856382
116,kuftai_P1,7.89715e-06,2.71267e-08,4.95526e-05,3.89381e-07,2.41814e-07,8.6475e-10,-14.1999668581,,-19.5918535541,0.0237726097,-2.1723753663,0.0061046181
117,lawhoj_P1,2.57467e-06,2.1482e-08,1.09253e-05,5.60587e-08,1.38206e-07,1.68102e-10,-11.0511361212,,-14.9558220113,0.01630936,-1.7987805577,0.0037722112
118,lavtot_P1_H,3.46795e-06,3.54344e-08,1.84752e-05,2.4107e-07,1.19993e-07,3.47045e-10,-12.9955789193,,-17.448002378,0.0254118025,-2.0474511169,0.0018614054
119,lavzug_P1_charged_H,6.87707e-07,3.05534e-09,4.50274e-06,1.16889e-07,3.23753e-08,2.14146e-10,-15.4126300005,,-20.632491071,0.0547028761,-2.3766900705,0.0116366825
120,kujnuz_P1_H,4.38477e-06,1.67215e-08,2.36719e-05,2.23945e-07,1.86243e-07,5.40297e-10,-12.5784771151,,-17.4991959378,0.0323258799,-1.9017191594,0.0063658801
121,lagcut_P1_charged,3.84832e-06,3.86858e-08,2.09814e-05,2.64137e-07,1.91501e-07,5.89474e-10,-12.337044011,,-17.6524498758,0.0771666395,-1.7951035933,0.006741669
122,kutnoe_P1,4.55871e-06,2.5444e-08,1.50638e-05,1.42177e-07,5.0935e-07,9.25551e-10,-9.2271457443,,-13.0902738897,0.0436725463,-1.2788237139,0.0035523015
123,lacjor_P1,2.80402e-06,1.56088e-08,2.40079e-05,8.96367e-07,7.07619e-08,5.53721e-10,-16.7047981873,,-22.4433810139,0.0648146691,-2.7654487927,0.0127594402
124,kuyjas_P1_charged_H,1.47082e-06,1.07754e-08,5.67189e-06,2.20156e-08,1.14367e-07,4.61293e-10,-10.4496322551,,-14.124147826,0.0277741446,-1.6753742719,0.0155360054
125,kubxow_P1,8.69281e-06,7.70885e-08,9.87931e-05,2.08838e-06,7.81275e-08,6.56254e-10,-18.2088436782,,-24.6274581969,0.0260273812,-2.8164822226,0.0050861707
126,kutpas_P1,4.44872e-06,2.92293e-08,1.53377e-05,1.6057e-07,4.20764e-07,6.71683e-10,-9.6554577584,,-13.4490906283,0.0350535857,-1.4303243218,0.0050084429
127,lecfac_P1_H,5.10276e-06,5.10187e-08,2.58808e-05,1.86111e-07,3.35844e-07,8.30811e-10,-12.3315522819,,-17.5759533566,0.0180251754,-1.3501722534,0.0082561036
128,lazjaz_P1_H,5.81579e-06,9.32816e-08,5.40312e-05,1.35663e-06,8.39962e-08,4.02392e-10,-17.4855611575,,-23.5270074593,0.0284534135,-2.8324775148,0.0097739452
129,laqzov_P1,2.92448e-06,2.73104e-08,1.48633e-05,9.04847e-08,1.71572e-07,4.66583e-10,-12.6026118531,,-17.3216705605,0.0258855473,-1.8152702535,0.0039453129
130,ejoqur_P1_H,2.84644e-06,1.60338e-08,1.23176e-05,8.56785e-08,2.47734e-07,7.18615e-10,-11.1380917533,,-15.8614721104,0.0225522972,-1.3772215899,0.0065502932
131,erobiz_P1_H,4.50649e-06,2.26553e-08,1.54416e-05,2.09513e-07,4.98325e-07,1.38423e-09,-9.6802036787,,-13.9560833389,0.0902791176,-1.2431323211,0.0027634137
132,emituq_P1,4.95686e-06,7.74644e-08,2.36912e-05,3.47005e-07,2.5369e-07,6.18418e-10,-11.9236521224,,-16.5687262694,0.0347456871,-1.8402146865,0.0057379395
133,ekofoc_P1,1.1761e-05,2.89202e-07,0.000140472,6.32861e-06,1.37842e-07,1.15516e-09,-18.4423037828,,-26.6684244654,0.1653726191,-2.583753567,0.0223125328
134,ejipul_P1_charged_H,7.66337e-06,1.34014e-07,6.49508e-05,1.66968e-06,1.44179e-07,5.80505e-10,-18.7991764087,,-25.2597817527,0.1177825187,-2.3549337669,0.0083901487
135,etovob_P1,5.72443e-06,3.61339e-08,2.5465e-05,1.60234e-07,3.09547e-07,7.82167e-10,-12.0444194668,,-16.3089797481,0.032819783,-1.7696296371,0.0113597142
136,ehiwie_P1_charged,3.26156e-06,2.0705e-08,9.49525e-06,1.1624e-07,5.20405e-07,7.79131e-10,-8.0688941923,,-12.1911538565,0.0838128659,-1.0272952775,0.0059840141
137,etikaw_P1_H,5.57456e-06,4.51868e-08,2.92524e-05,2.00969e-07,2.31831e-07,6.91762e-10,-12.527558097,,-17.2859105468,0.0263218894,-1.9419580911,0.0077258007
138,ehesob_P1,5.02182e-06,2.99122e-08,4.93585e-05,4.68571e-07,4.86952e-08,2.96646e-10,-18.0432218658,,-24.0459057065,0.0224572377,-2.8908460147,0.0041707363
139,eramer_P1_H,3.09697e-06,7.79829e-09,1.05567e-05,1.53795e-07,3.94188e-07,6.41574e-10,-9.0416813317,,-13.2816030946,0.0629930121,-1.1455860132,0.00375818
140,elijoz_P1_H,5.35076e-06,7.17592e-08,4.65603e-05,8.6854e-07,7.54066e-08,4.91746e-10,-17.490976161,,-23.0577165818,0.0293058451,-2.7902129342,0.011218105
141,equnip_P1_charged_H,5.708e-06,2.63085e-08,2.35727e-05,2.09769e-07,3.50048e-07,6.36285e-10,-11.3244999269,,-15.4967114051,0.0240779557,-1.706035598,0.0059187296
